Id,status,reputation,cdate,rdate
6241235,14,1500,2016-4-22,2017-11-7
6241235,15,2000,2016-4-22,2017-11-30
6241235,16,2500,2016-4-22,2017-12-10
6241235,17,3000,2016-4-22,2017-12-20
6241235,18,5000,2016-4-22,2018-1-26
6241235,19,10000,2016-4-22,2018-4-27
6241235,20,15000,2016-4-22,2018-6-27
6241235,21,20000,2016-4-22,2018-8-27
6257435,1,1,2016-4-26,2016-5-5
6257435,2,5,2016-4-26,2016-6-9
6257435,3,10,2016-4-26,2016-7-23
6257435,4,15,2016-4-26,2016-9-4
6257435,5,20,2016-4-26,2016-10-17
6257435,6,50,2016-4-26,2016-10-19
6257435,7,75,2016-4-26,2016-10-21
6257435,8,100,2016-4-26,2016-10-23
6257435,9,125,2016-4-26,2016-10-25
6257435,10,200,2016-4-26,2016-10-29
6257435,11,250,2016-4-26,2016-11-1
6257435,12,500,2016-4-26,2016-11-14
6257435,13,1000,2016-4-26,2016-12-9
6257435,14,1500,2016-4-26,2017-1-3
6257435,15,2000,2016-4-26,2017-1-28
6257435,16,2500,2016-4-26,2017-2-22
6257435,17,3000,2016-4-26,2017-3-19
6257435,18,5000,2016-4-26,2017-6-1
6257435,19,10000,2016-4-26,2018-2-16
6257435,20,15000,2016-4-26,2018-11-13
6257435,21,20000,2016-4-26,2019-6-27
6287308,1,1,2016-5-3,2016-12-10
6287308,2,5,2016-5-3,2016-12-11
6287308,3,10,2016-5-3,2016-12-12
6287308,4,15,2016-5-3,2016-12-13
6287308,5,20,2016-5-3,2016-12-14
6287308,6,50,2016-5-3,2016-12-16
6287308,7,75,2016-5-3,2016-12-17
6287308,8,100,2016-5-3,2016-12-18
6287308,9,125,2016-5-3,2016-12-19
6287308,10,200,2016-5-3,2016-12-22
6287308,11,250,2016-5-3,2016-12-24
6287308,12,500,2016-5-3,2017-1-3
6287308,13,1000,2016-5-3,2017-1-22
6287308,14,1500,2016-5-3,2017-2-10
6287308,15,2000,2016-5-3,2017-3-1
6287308,16,2500,2016-5-3,2017-3-20
6287308,17,3000,2016-5-3,2017-4-8
6287308,18,5000,2016-5-3,2017-7-13
6287308,19,10000,2016-5-3,2017-11-25
6287308,20,15000,2016-5-3,2018-8-27
6287308,21,20000,2016-5-3,2019-2-1
6287910,1,1,2016-5-3,2016-5-4
6287910,2,5,2016-5-3,2016-5-7
6287910,3,10,2016-5-3,2016-5-10
6287910,4,15,2016-5-3,2016-5-13
6287910,5,20,2016-5-3,2016-5-16
6287910,6,50,2016-5-3,2016-6-2
6287910,7,75,2016-5-3,2016-6-16
6287910,8,100,2016-5-3,2016-6-30
6287910,9,125,2016-5-3,2016-7-14
6287910,10,200,2016-5-3,2016-8-24
6287910,11,250,2016-5-3,2016-9-20
6287910,12,500,2016-5-3,2016-10-14
6287910,13,1000,2016-5-3,2016-12-1
6287910,14,1500,2016-5-3,2017-1-18
6287910,15,2000,2016-5-3,2017-3-7
6287910,16,2500,2016-5-3,2017-4-24
6287910,17,3000,2016-5-3,2017-6-10
6287910,18,5000,2016-5-3,2017-7-24
6287910,19,10000,2016-5-3,2017-11-13
6287910,20,15000,2016-5-3,2018-3-23
6287910,21,20000,2016-5-3,2018-8-13
6294072,1,1,2016-5-5,2016-5-7
6294072,2,5,2016-5-5,2016-5-13
6294072,3,10,2016-5-5,2016-5-21
6294072,4,15,2016-5-5,2016-5-29
6294072,5,20,2016-5-5,2016-6-6
6294072,6,50,2016-5-5,2016-7-21
6294072,7,75,2016-5-5,2016-8-27
6294072,8,100,2016-5-5,2016-10-3
6294072,9,125,2016-5-5,2016-11-9
6294072,10,200,2016-5-5,2016-11-11
6294072,11,250,2016-5-5,2016-11-12
6294072,12,500,2016-5-5,2016-11-17
6294072,13,1000,2016-5-5,2016-11-27
6294072,14,1500,2016-5-5,2016-12-7
6294072,15,2000,2016-5-5,2016-12-17
6294072,16,2500,2016-5-5,2016-12-27
6294072,17,3000,2016-5-5,2017-1-6
6294072,18,5000,2016-5-5,2017-2-13
6294072,19,10000,2016-5-5,2017-5-17
6294072,20,15000,2016-5-5,2017-8-21
6294072,21,20000,2016-5-5,2017-12-18
6336479,1,1,2016-5-15,2016-5-16
6336479,2,5,2016-5-15,2016-5-17
6336479,3,10,2016-5-15,2016-5-18
6336479,4,15,2016-5-15,2016-5-19
6336479,5,20,2016-5-15,2016-5-20
6336479,6,50,2016-5-15,2016-5-22
6336479,7,75,2016-5-15,2016-5-23
6336479,8,100,2016-5-15,2016-5-24
6336479,9,125,2016-5-15,2016-5-25
6336479,10,200,2016-5-15,2016-5-28
6336479,11,250,2016-5-15,2016-5-30
6336479,12,500,2016-5-15,2016-6-8
6336479,13,1000,2016-5-15,2016-6-26
6336479,14,1500,2016-5-15,2016-7-14
6336479,15,2000,2016-5-15,2016-8-1
6336479,16,2500,2016-5-15,2016-8-18
6336479,17,3000,2016-5-15,2016-9-4
6336479,18,5000,2016-5-15,2016-11-11
6336479,19,10000,2016-5-15,2017-2-7
6336479,20,15000,2016-5-15,2017-5-5
6336479,21,20000,2016-5-15,2017-10-23
6337748,1,1,2016-5-15,2016-5-16
6337748,2,5,2016-5-15,2016-5-17
6337748,3,10,2016-5-15,2016-5-18
6337748,4,15,2016-5-15,2016-5-19
6337748,5,20,2016-5-15,2016-5-20
6337748,6,50,2016-5-15,2016-5-22
6337748,7,75,2016-5-15,2016-5-24
6337748,8,100,2016-5-15,2016-5-26
6337748,9,125,2016-5-15,2016-5-28
6337748,10,200,2016-5-15,2016-6-2
6337748,11,250,2016-5-15,2016-6-5
6337748,12,500,2016-5-15,2016-6-19
6337748,13,1000,2016-5-15,2016-7-17
6337748,14,1500,2016-5-15,2016-8-14
6337748,15,2000,2016-5-15,2016-9-11
6337748,16,2500,2016-5-15,2016-10-9
6337748,17,3000,2016-5-15,2016-11-6
6337748,18,5000,2016-5-15,2017-2-20
6337748,19,10000,2016-5-15,2017-11-14
6337748,20,15000,2016-5-15,2018-10-10
6337748,21,20000,2016-5-15,2019-8-19
6344363,1,1,2016-5-17,2016-5-18
6344363,2,5,2016-5-17,2016-5-19
6344363,3,10,2016-5-17,2016-5-20
6344363,4,15,2016-5-17,2016-5-21
6344363,5,20,2016-5-17,2016-5-22
6344363,6,50,2016-5-17,2016-5-24
6344363,7,75,2016-5-17,2016-5-25
6344363,8,100,2016-5-17,2016-5-26
6344363,9,125,2016-5-17,2016-5-27
6344363,10,200,2016-5-17,2016-5-30
6344363,11,250,2016-5-17,2016-6-1
6344363,12,500,2016-5-17,2016-6-10
6344363,13,1000,2016-5-17,2016-6-28
6344363,14,1500,2016-5-17,2016-7-15
6344363,15,2000,2016-5-17,2016-8-1
6344363,16,2500,2016-5-17,2016-8-18
6344363,17,3000,2016-5-17,2016-9-4
6344363,18,5000,2016-5-17,2016-11-11
6344363,19,10000,2016-5-17,2017-2-4
6344363,20,15000,2016-5-17,2017-4-29
6344363,21,20000,2016-5-17,2017-8-5
6348498,1,1,2016-5-18,2016-5-19
6348498,2,5,2016-5-18,2016-5-21
6348498,3,10,2016-5-18,2016-5-23
6348498,4,15,2016-5-18,2016-5-25
6348498,5,20,2016-5-18,2016-5-27
6348498,6,50,2016-5-18,2016-6-4
6348498,7,75,2016-5-18,2016-6-11
6348498,8,100,2016-5-18,2016-6-18
6348498,9,125,2016-5-18,2016-6-25
6348498,10,200,2016-5-18,2016-7-15
6348498,11,250,2016-5-18,2016-7-28
6348498,12,500,2016-5-18,2016-10-1
6348498,13,1000,2016-5-18,2016-10-6
6348498,14,1500,2016-5-18,2016-10-11
6348498,15,2000,2016-5-18,2016-10-16
6348498,16,2500,2016-5-18,2016-10-21
6348498,17,3000,2016-5-18,2016-10-26
6348498,18,5000,2016-5-18,2016-11-13
6348498,19,10000,2016-5-18,2016-12-27
6348498,20,15000,2016-5-18,2017-2-9
6348498,21,20000,2016-5-18,2017-3-25
6361531,1,1,2016-5-20,2016-5-21
6361531,2,5,2016-5-20,2016-5-25
6361531,3,10,2016-5-20,2016-5-30
6361531,4,15,2016-5-20,2016-6-4
6361531,5,20,2016-5-20,2016-6-9
6361531,6,50,2016-5-20,2016-6-11
6361531,7,75,2016-5-20,2016-6-13
6361531,8,100,2016-5-20,2016-6-15
6361531,9,125,2016-5-20,2016-6-17
6361531,10,200,2016-5-20,2016-6-22
6361531,11,250,2016-5-20,2016-6-25
6361531,12,500,2016-5-20,2016-7-9
6361531,13,1000,2016-5-20,2016-8-6
6361531,14,1500,2016-5-20,2016-9-3
6361531,15,2000,2016-5-20,2016-10-1
6361531,16,2500,2016-5-20,2016-10-29
6361531,17,3000,2016-5-20,2016-11-26
6361531,18,5000,2016-5-20,2017-3-15
6361531,19,10000,2016-5-20,2017-5-26
6361531,20,15000,2016-5-20,2017-8-5
6361531,21,20000,2016-5-20,2017-10-14
6371459,1,1,2016-5-23,2016-5-24
6371459,2,5,2016-5-23,2016-5-25
6371459,3,10,2016-5-23,2016-5-26
6371459,4,15,2016-5-23,2016-5-27
6371459,5,20,2016-5-23,2016-5-28
6371459,6,50,2016-5-23,2016-5-30
6371459,7,75,2016-5-23,2016-6-1
6371459,8,100,2016-5-23,2016-6-3
6371459,9,125,2016-5-23,2016-6-5
6371459,10,200,2016-5-23,2016-6-9
6371459,11,250,2016-5-23,2016-6-12
6371459,12,500,2016-5-23,2016-6-24
6371459,13,1000,2016-5-23,2016-7-18
6371459,14,1500,2016-5-23,2016-8-11
6371459,15,2000,2016-5-23,2016-9-4
6371459,16,2500,2016-5-23,2016-9-28
6371459,17,3000,2016-5-23,2016-10-21
6371459,18,5000,2016-5-23,2016-12-31
6371459,19,10000,2016-5-23,2017-7-10
6371459,20,15000,2016-5-23,2018-3-2
6371459,21,20000,2016-5-23,2019-1-24
6394138,1,1,2016-5-28,2016-5-29
6394138,2,5,2016-5-28,2016-5-30
6394138,3,10,2016-5-28,2016-5-31
6394138,4,15,2016-5-28,2016-6-1
6394138,5,20,2016-5-28,2016-6-2
6394138,6,50,2016-5-28,2016-6-3
6394138,7,75,2016-5-28,2016-6-4
6394138,8,100,2016-5-28,2016-6-5
6394138,9,125,2016-5-28,2016-6-6
6394138,10,200,2016-5-28,2016-6-8
6394138,11,250,2016-5-28,2016-6-9
6394138,12,500,2016-5-28,2016-6-14
6394138,13,1000,2016-5-28,2016-6-23
6394138,14,1500,2016-5-28,2016-7-2
6394138,15,2000,2016-5-28,2016-7-11
6394138,16,2500,2016-5-28,2016-7-20
6394138,17,3000,2016-5-28,2016-7-29
6394138,18,5000,2016-5-28,2016-8-30
6394138,19,10000,2016-5-28,2016-11-18
6394138,20,15000,2016-5-28,2017-7-7
6394138,21,20000,2016-5-28,2018-11-14
6400526,1,1,2016-5-30,2016-5-31
6400526,2,5,2016-5-30,2016-6-1
6400526,3,10,2016-5-30,2016-6-2
6400526,4,15,2016-5-30,2016-6-3
6400526,5,20,2016-5-30,2016-6-4
6400526,6,50,2016-5-30,2016-6-5
6400526,7,75,2016-5-30,2016-6-6
6400526,8,100,2016-5-30,2016-6-7
6400526,9,125,2016-5-30,2016-6-8
6400526,10,200,2016-5-30,2016-6-9
6400526,11,250,2016-5-30,2016-6-10
6400526,12,500,2016-5-30,2016-6-14
6400526,13,1000,2016-5-30,2016-6-21
6400526,14,1500,2016-5-30,2016-6-28
6400526,15,2000,2016-5-30,2016-7-4
6400526,16,2500,2016-5-30,2016-7-10
6400526,17,3000,2016-5-30,2016-7-16
6400526,18,5000,2016-5-30,2016-8-9
6400526,19,10000,2016-5-30,2016-10-8
6400526,20,15000,2016-5-30,2016-12-7
6400526,21,20000,2016-5-30,2017-7-9
6419007,1,1,2016-6-3,2016-6-4
6419007,2,5,2016-6-3,2016-6-5
6419007,3,10,2016-6-3,2016-6-6
6419007,4,15,2016-6-3,2016-6-7
6419007,5,20,2016-6-3,2016-6-8
6419007,6,50,2016-6-3,2016-6-10
6419007,7,75,2016-6-3,2016-6-11
6419007,8,100,2016-6-3,2016-6-12
6419007,9,125,2016-6-3,2016-6-13
6419007,10,200,2016-6-3,2016-6-16
6419007,11,250,2016-6-3,2016-6-18
6419007,12,500,2016-6-3,2016-6-28
6419007,13,1000,2016-6-3,2016-7-18
6419007,14,1500,2016-6-3,2016-8-7
6419007,15,2000,2016-6-3,2016-8-27
6419007,16,2500,2016-6-3,2016-9-16
6419007,17,3000,2016-6-3,2016-10-6
6419007,18,5000,2016-6-3,2016-10-28
6419007,19,10000,2016-6-3,2016-12-21
6419007,20,15000,2016-6-3,2017-2-13
6419007,21,20000,2016-6-3,2017-4-8
6428638,1,1,2016-6-6,2016-6-7
6428638,2,5,2016-6-6,2016-6-9
6428638,3,10,2016-6-6,2016-6-11
6428638,4,15,2016-6-6,2016-6-13
6428638,5,20,2016-6-6,2016-6-15
6428638,6,50,2016-6-6,2016-6-25
6428638,7,75,2016-6-6,2016-7-3
6428638,8,100,2016-6-6,2016-7-11
6428638,9,125,2016-6-6,2016-7-19
6428638,10,200,2016-6-6,2016-8-11
6428638,11,250,2016-6-6,2016-8-27
6428638,12,500,2016-6-6,2016-11-11
6428638,13,1000,2016-6-6,2016-11-26
6428638,14,1500,2016-6-6,2016-12-11
6428638,15,2000,2016-6-6,2016-12-26
6428638,16,2500,2016-6-6,2017-1-10
6428638,17,3000,2016-6-6,2017-1-25
6428638,18,5000,2016-6-6,2017-3-26
6428638,19,10000,2016-6-6,2017-10-30
6428638,20,15000,2016-6-6,2018-7-14
6428638,21,20000,2016-6-6,2019-4-10
6433023,1,1,2016-6-7,2016-6-8
6433023,2,5,2016-6-7,2016-6-9
6433023,3,10,2016-6-7,2016-6-10
6433023,4,15,2016-6-7,2016-6-11
6433023,5,20,2016-6-7,2016-6-12
6433023,6,50,2016-6-7,2016-6-13
6433023,7,75,2016-6-7,2016-6-14
6433023,8,100,2016-6-7,2016-6-15
6433023,9,125,2016-6-7,2016-6-16
6433023,10,200,2016-6-7,2016-6-17
6433023,11,250,2016-6-7,2016-6-18
6433023,12,500,2016-6-7,2016-6-21
6433023,13,1000,2016-6-7,2016-6-27
6433023,14,1500,2016-6-7,2016-7-3
6433023,15,2000,2016-6-7,2016-7-9
6433023,16,2500,2016-6-7,2016-7-15
6433023,17,3000,2016-6-7,2016-7-21
6433023,18,5000,2016-6-7,2016-8-11
6433023,19,10000,2016-6-7,2016-9-30
6433023,20,15000,2016-6-7,2016-11-19
6433023,21,20000,2016-6-7,2017-1-2
6451573,1,1,2016-6-10,2016-6-11
6451573,2,5,2016-6-10,2016-6-12
6451573,3,10,2016-6-10,2016-6-13
6451573,4,15,2016-6-10,2016-6-14
6451573,5,20,2016-6-10,2016-6-15
6451573,6,50,2016-6-10,2016-6-16
6451573,7,75,2016-6-10,2016-6-17
6451573,8,100,2016-6-10,2016-6-18
6451573,9,125,2016-6-10,2016-6-19
6451573,10,200,2016-6-10,2016-6-20
6451573,11,250,2016-6-10,2016-6-21
6451573,12,500,2016-6-10,2016-6-23
6451573,13,1000,2016-6-10,2016-6-27
6451573,14,1500,2016-6-10,2016-7-1
6451573,15,2000,2016-6-10,2016-7-5
6451573,16,2500,2016-6-10,2016-7-9
6451573,17,3000,2016-6-10,2016-7-13
6451573,18,5000,2016-6-10,2016-7-29
6451573,19,10000,2016-6-10,2016-9-6
6451573,20,15000,2016-6-10,2016-10-15
6451573,21,20000,2016-6-10,2016-11-23
6464308,1,1,2016-6-14,2016-6-15
6464308,2,5,2016-6-14,2016-6-16
6464308,3,10,2016-6-14,2016-6-17
6464308,4,15,2016-6-14,2016-6-18
6464308,5,20,2016-6-14,2016-6-19
6464308,6,50,2016-6-14,2016-6-20
6464308,7,75,2016-6-14,2016-6-21
6464308,8,100,2016-6-14,2016-6-22
6464308,9,125,2016-6-14,2016-6-23
6464308,10,200,2016-6-14,2016-6-25
6464308,11,250,2016-6-14,2016-6-27
6464308,12,500,2016-6-14,2016-7-4
6464308,13,1000,2016-6-14,2016-7-17
6464308,14,1500,2016-6-14,2016-7-30
6464308,15,2000,2016-6-14,2016-8-12
6464308,16,2500,2016-6-14,2016-8-25
6464308,17,3000,2016-6-14,2016-9-7
6464308,18,5000,2016-6-14,2016-10-25
6464308,19,10000,2016-6-14,2017-2-20
6464308,20,15000,2016-6-14,2017-6-22
6464308,21,20000,2016-6-14,2017-11-12
6530970,1,1,2016-6-30,2016-7-1
6530970,2,5,2016-6-30,2016-7-3
6530970,3,10,2016-6-30,2016-7-5
6530970,4,15,2016-6-30,2016-7-7
6530970,5,20,2016-6-30,2016-7-9
6530970,6,50,2016-6-30,2016-7-20
6530970,7,75,2016-6-30,2016-7-29
6530970,8,100,2016-6-30,2016-8-7
6530970,9,125,2016-6-30,2016-8-16
6530970,10,200,2016-6-30,2016-9-11
6530970,11,250,2016-6-30,2016-9-29
6530970,12,500,2016-6-30,2017-8-20
6530970,13,1000,2016-6-30,2017-9-22
6530970,14,1500,2016-6-30,2017-10-24
6530970,15,2000,2016-6-30,2017-11-25
6530970,16,2500,2016-6-30,2017-12-4
6530970,17,3000,2016-6-30,2017-12-13
6530970,18,5000,2016-6-30,2018-1-17
6530970,19,10000,2016-6-30,2018-4-13
6530970,20,15000,2016-6-30,2018-6-16
6530970,21,20000,2016-6-30,2018-8-18
6535336,1,1,2016-6-30,2016-7-1
6535336,2,5,2016-6-30,2016-7-2
6535336,3,10,2016-6-30,2016-7-3
6535336,4,15,2016-6-30,2016-7-4
6535336,5,20,2016-6-30,2016-7-5
6535336,6,50,2016-6-30,2016-7-7
6535336,7,75,2016-6-30,2016-7-8
6535336,8,100,2016-6-30,2016-7-9
6535336,9,125,2016-6-30,2016-7-10
6535336,10,200,2016-6-30,2016-7-13
6535336,11,250,2016-6-30,2016-7-15
6535336,12,500,2016-6-30,2016-7-25
6535336,13,1000,2016-6-30,2016-8-13
6535336,14,1500,2016-6-30,2016-8-31
6535336,15,2000,2016-6-30,2016-9-18
6535336,16,2500,2016-6-30,2016-10-6
6535336,17,3000,2016-6-30,2016-10-24
6535336,18,5000,2016-6-30,2016-12-8
6535336,19,10000,2016-6-30,2017-3-30
6535336,20,15000,2016-6-30,2017-7-31
6535336,21,20000,2016-6-30,2017-12-5
6541007,1,1,2016-7-2,2016-7-3
6541007,2,5,2016-7-2,2016-7-4
6541007,3,10,2016-7-2,2016-7-5
6541007,4,15,2016-7-2,2016-7-6
6541007,5,20,2016-7-2,2016-7-7
6541007,6,50,2016-7-2,2016-7-8
6541007,7,75,2016-7-2,2016-7-9
6541007,8,100,2016-7-2,2016-7-10
6541007,9,125,2016-7-2,2016-7-11
6541007,10,200,2016-7-2,2016-7-12
6541007,11,250,2016-7-2,2016-7-13
6541007,12,500,2016-7-2,2016-7-17
6541007,13,1000,2016-7-2,2016-7-24
6541007,14,1500,2016-7-2,2016-7-31
6541007,15,2000,2016-7-2,2016-8-7
6541007,16,2500,2016-7-2,2016-8-14
6541007,17,3000,2016-7-2,2016-8-21
6541007,18,5000,2016-7-2,2016-9-15
6541007,19,10000,2016-7-2,2016-11-15
6541007,20,15000,2016-7-2,2017-2-25
6541007,21,20000,2016-7-2,2017-6-29
6583140,1,1,2016-7-13,2016-7-14
6583140,2,5,2016-7-13,2016-7-15
6583140,3,10,2016-7-13,2016-7-16
6583140,4,15,2016-7-13,2016-7-17
6583140,5,20,2016-7-13,2016-7-18
6583140,6,50,2016-7-13,2016-7-20
6583140,7,75,2016-7-13,2016-7-22
6583140,8,100,2016-7-13,2016-7-24
6583140,9,125,2016-7-13,2016-7-26
6583140,10,200,2016-7-13,2016-7-31
6583140,11,250,2016-7-13,2016-8-4
6583140,12,500,2016-7-13,2016-8-20
6583140,13,1000,2016-7-13,2016-9-20
6583140,14,1500,2016-7-13,2016-10-20
6583140,15,2000,2016-7-13,2016-11-19
6583140,16,2500,2016-7-13,2016-11-30
6583140,17,3000,2016-7-13,2016-12-11
6583140,18,5000,2016-7-13,2017-1-23
6583140,19,10000,2016-7-13,2017-5-11
6583140,20,15000,2016-7-13,2017-9-12
6583140,21,20000,2016-7-13,2018-1-17
6587650,1,1,2016-7-14,2016-7-15
6587650,2,5,2016-7-14,2016-7-16
6587650,3,10,2016-7-14,2016-7-17
6587650,4,15,2016-7-14,2016-7-18
6587650,5,20,2016-7-14,2016-7-19
6587650,6,50,2016-7-14,2016-7-22
6587650,7,75,2016-7-14,2016-7-24
6587650,8,100,2016-7-14,2016-7-26
6587650,9,125,2016-7-14,2016-7-28
6587650,10,200,2016-7-14,2016-8-2
6587650,11,250,2016-7-14,2016-8-6
6587650,12,500,2016-7-14,2016-8-23
6587650,13,1000,2016-7-14,2016-9-25
6587650,14,1500,2016-7-14,2016-10-28
6587650,15,2000,2016-7-14,2016-11-30
6587650,16,2500,2016-7-14,2016-12-18
6587650,17,3000,2016-7-14,2017-1-4
6587650,18,5000,2016-7-14,2017-3-13
6587650,19,10000,2016-7-14,2017-8-19
6587650,20,15000,2016-7-14,2017-12-26
6587650,21,20000,2016-7-14,2018-5-3
6622587,1,1,2016-7-21,2016-7-22
6622587,2,5,2016-7-21,2016-7-23
6622587,3,10,2016-7-21,2016-7-24
6622587,4,15,2016-7-21,2016-7-25
6622587,5,20,2016-7-21,2016-7-26
6622587,6,50,2016-7-21,2016-7-31
6622587,7,75,2016-7-21,2016-8-4
6622587,8,100,2016-7-21,2016-8-8
6622587,9,125,2016-7-21,2016-8-12
6622587,10,200,2016-7-21,2016-8-23
6622587,11,250,2016-7-21,2016-8-31
6622587,12,500,2016-7-21,2016-10-5
6622587,13,1000,2016-7-21,2016-10-18
6622587,14,1500,2016-7-21,2016-10-31
6622587,15,2000,2016-7-21,2016-11-13
6622587,16,2500,2016-7-21,2016-11-26
6622587,17,3000,2016-7-21,2016-12-9
6622587,18,5000,2016-7-21,2017-1-27
6622587,19,10000,2016-7-21,2017-5-28
6622587,20,15000,2016-7-21,2017-8-15
6622587,21,20000,2016-7-21,2017-10-20
6671176,1,1,2016-8-3,2016-8-13
6671176,2,5,2016-8-3,2016-9-19
6671176,3,10,2016-8-3,2016-11-4
6671176,4,15,2016-8-3,2016-12-3
6671176,5,20,2016-8-3,2017-1-1
6671176,6,50,2016-8-3,2017-1-3
6671176,7,75,2016-8-3,2017-1-5
6671176,8,100,2016-8-3,2017-1-7
6671176,9,125,2016-8-3,2017-1-9
6671176,10,200,2016-8-3,2017-1-14
6671176,11,250,2016-8-3,2017-1-18
6671176,12,500,2016-8-3,2017-2-3
6671176,13,1000,2016-8-3,2017-3-7
6671176,14,1500,2016-8-3,2017-4-8
6671176,15,2000,2016-8-3,2017-5-10
6671176,16,2500,2016-8-3,2017-6-11
6671176,17,3000,2016-8-3,2017-7-13
6671176,18,5000,2016-8-3,2017-11-17
6671176,19,10000,2016-8-3,2018-3-19
6671176,20,15000,2016-8-3,2018-7-19
6671176,21,20000,2016-8-3,2018-9-10
6677986,1,1,2016-8-4,2016-8-5
6677986,2,5,2016-8-4,2016-8-6
6677986,3,10,2016-8-4,2016-8-7
6677986,4,15,2016-8-4,2016-8-8
6677986,5,20,2016-8-4,2016-8-9
6677986,6,50,2016-8-4,2016-8-10
6677986,7,75,2016-8-4,2016-8-11
6677986,8,100,2016-8-4,2016-8-12
6677986,9,125,2016-8-4,2016-8-13
6677986,10,200,2016-8-4,2016-8-15
6677986,11,250,2016-8-4,2016-8-17
6677986,12,500,2016-8-4,2016-8-24
6677986,13,1000,2016-8-4,2016-9-6
6677986,14,1500,2016-8-4,2016-9-19
6677986,15,2000,2016-8-4,2016-10-2
6677986,16,2500,2016-8-4,2016-10-14
6677986,17,3000,2016-8-4,2016-10-26
6677986,18,5000,2016-8-4,2016-12-22
6677986,19,10000,2016-8-4,2017-5-13
6677986,20,15000,2016-8-4,2017-11-4
6677986,21,20000,2016-8-4,2018-6-23
6680611,1,1,2016-8-5,2016-8-6
6680611,2,5,2016-8-5,2016-8-7
6680611,3,10,2016-8-5,2016-8-8
6680611,4,15,2016-8-5,2016-8-9
6680611,5,20,2016-8-5,2016-8-10
6680611,6,50,2016-8-5,2016-8-11
6680611,7,75,2016-8-5,2016-8-12
6680611,8,100,2016-8-5,2016-8-13
6680611,9,125,2016-8-5,2016-8-14
6680611,10,200,2016-8-5,2016-8-16
6680611,11,250,2016-8-5,2016-8-17
6680611,12,500,2016-8-5,2016-8-22
6680611,13,1000,2016-8-5,2016-9-1
6680611,14,1500,2016-8-5,2016-9-11
6680611,15,2000,2016-8-5,2016-9-21
6680611,16,2500,2016-8-5,2016-10-1
6680611,17,3000,2016-8-5,2016-10-11
6680611,18,5000,2016-8-5,2016-11-19
6680611,19,10000,2016-8-5,2017-2-12
6680611,20,15000,2016-8-5,2017-5-8
6680611,21,20000,2016-8-5,2017-8-13
6695924,1,1,2016-8-9,2016-8-10
6695924,2,5,2016-8-9,2016-8-11
6695924,3,10,2016-8-9,2016-8-13
6695924,4,15,2016-8-9,2016-8-15
6695924,5,20,2016-8-9,2016-8-17
6695924,6,50,2016-8-9,2016-8-24
6695924,7,75,2016-8-9,2016-8-29
6695924,8,100,2016-8-9,2016-9-3
6695924,9,125,2016-8-9,2016-9-8
6695924,10,200,2016-8-9,2016-9-23
6695924,11,250,2016-8-9,2016-10-3
6695924,12,500,2016-8-9,2016-11-22
6695924,13,1000,2016-8-9,2016-11-30
6695924,14,1500,2016-8-9,2016-12-8
6695924,15,2000,2016-8-9,2016-12-16
6695924,16,2500,2016-8-9,2016-12-24
6695924,17,3000,2016-8-9,2017-1-1
6695924,18,5000,2016-8-9,2017-2-2
6695924,19,10000,2016-8-9,2017-4-21
6695924,20,15000,2016-8-9,2017-8-7
6695924,21,20000,2016-8-9,2019-2-14
6779307,1,1,2016-8-31,2016-9-1
6779307,2,5,2016-8-31,2016-9-2
6779307,3,10,2016-8-31,2016-9-3
6779307,4,15,2016-8-31,2016-9-4
6779307,5,20,2016-8-31,2016-9-5
6779307,6,50,2016-8-31,2016-9-6
6779307,7,75,2016-8-31,2016-9-7
6779307,8,100,2016-8-31,2016-9-8
6779307,9,125,2016-8-31,2016-9-9
6779307,10,200,2016-8-31,2016-9-11
6779307,11,250,2016-8-31,2016-9-12
6779307,12,500,2016-8-31,2016-9-17
6779307,13,1000,2016-8-31,2016-9-26
6779307,14,1500,2016-8-31,2016-10-5
6779307,15,2000,2016-8-31,2016-10-14
6779307,16,2500,2016-8-31,2016-10-23
6779307,17,3000,2016-8-31,2016-11-1
6779307,18,5000,2016-8-31,2016-12-5
6779307,19,10000,2016-8-31,2017-11-17
6779307,20,15000,2016-8-31,2018-5-16
6779307,21,20000,2016-8-31,2018-8-6
6808583,1,1,2016-9-8,2016-9-9
6808583,2,5,2016-9-8,2016-9-11
6808583,3,10,2016-9-8,2016-9-14
6808583,4,15,2016-9-8,2016-9-17
6808583,5,20,2016-9-8,2016-9-20
6808583,6,50,2016-9-8,2016-10-3
6808583,7,75,2016-9-8,2016-10-14
6808583,8,100,2016-9-8,2016-10-25
6808583,9,125,2016-9-8,2016-11-5
6808583,10,200,2016-9-8,2016-12-5
6808583,11,250,2016-9-8,2016-12-31
6808583,12,500,2016-9-8,2017-5-5
6808583,13,1000,2016-9-8,2017-7-5
6808583,14,1500,2016-9-8,2017-9-4
6808583,15,2000,2016-9-8,2017-11-4
6808583,16,2500,2016-9-8,2018-1-4
6808583,17,3000,2016-9-8,2018-3-6
6808583,18,5000,2016-9-8,2018-5-15
6808583,19,10000,2016-9-8,2018-11-5
6808583,20,15000,2016-9-8,2019-2-11
6808583,21,20000,2016-9-8,2019-5-19
6811411,1,1,2016-9-8,2016-9-9
6811411,2,5,2016-9-8,2016-9-10
6811411,3,10,2016-9-8,2016-9-11
6811411,4,15,2016-9-8,2016-9-12
6811411,5,20,2016-9-8,2016-9-13
6811411,6,50,2016-9-8,2016-9-16
