Id,status,reputation,cdate,rdate
6811411,7,75,2016-9-8,2016-9-19
6811411,8,100,2016-9-8,2016-9-22
6811411,9,125,2016-9-8,2016-9-25
6811411,10,200,2016-9-8,2016-10-3
6811411,11,250,2016-9-8,2016-10-8
6811411,12,500,2016-9-8,2016-10-31
6811411,13,1000,2016-9-8,2016-11-27
6811411,14,1500,2016-9-8,2016-12-24
6811411,15,2000,2016-9-8,2017-1-20
6811411,16,2500,2016-9-8,2017-2-16
6811411,17,3000,2016-9-8,2017-3-15
6811411,18,5000,2016-9-8,2017-5-26
6811411,19,10000,2016-9-8,2018-5-10
6811411,20,15000,2016-9-8,2018-10-24
6811411,21,20000,2016-9-8,2019-3-29
6862601,1,1,2016-9-22,2016-9-23
6862601,2,5,2016-9-22,2016-9-27
6862601,3,10,2016-9-22,2016-10-2
6862601,4,15,2016-9-22,2016-10-6
6862601,5,20,2016-9-22,2016-10-10
6862601,6,50,2016-9-22,2016-11-3
6862601,7,75,2016-9-22,2016-11-23
6862601,8,100,2016-9-22,2016-11-24
6862601,9,125,2016-9-22,2016-11-25
6862601,10,200,2016-9-22,2016-11-27
6862601,11,250,2016-9-22,2016-11-29
6862601,12,500,2016-9-22,2016-12-6
6862601,13,1000,2016-9-22,2016-12-19
6862601,14,1500,2016-9-22,2017-1-1
6862601,15,2000,2016-9-22,2017-1-14
6862601,16,2500,2016-9-22,2017-1-27
6862601,17,3000,2016-9-22,2017-2-9
6862601,18,5000,2016-9-22,2017-3-29
6862601,19,10000,2016-9-22,2017-11-15
6862601,20,15000,2016-9-22,2018-8-1
6862601,21,20000,2016-9-22,2019-8-4
6890912,1,1,2016-9-28,2016-9-29
6890912,2,5,2016-9-28,2016-10-1
6890912,3,10,2016-9-28,2016-10-4
6890912,4,15,2016-9-28,2016-10-6
6890912,5,20,2016-9-28,2016-10-8
6890912,6,50,2016-9-28,2016-10-20
6890912,7,75,2016-9-28,2016-10-22
6890912,8,100,2016-9-28,2016-10-24
6890912,9,125,2016-9-28,2016-10-26
6890912,10,200,2016-9-28,2016-10-31
6890912,11,250,2016-9-28,2016-11-3
6890912,12,500,2016-9-28,2016-11-17
6890912,13,1000,2016-9-28,2016-12-15
6890912,14,1500,2016-9-28,2017-1-12
6890912,15,2000,2016-9-28,2017-2-9
6890912,16,2500,2016-9-28,2017-3-9
6890912,17,3000,2016-9-28,2017-4-6
6890912,18,5000,2016-9-28,2017-7-27
6890912,19,10000,2016-9-28,2018-5-2
6890912,20,15000,2016-9-28,2018-7-3
6890912,21,20000,2016-9-28,2018-9-3
6891563,1,1,2016-9-28,2016-11-13
6891563,2,5,2016-9-28,2016-12-11
6891563,3,10,2016-9-28,2017-1-15
6891563,4,15,2016-9-28,2017-2-19
6891563,5,20,2016-9-28,2017-3-26
6891563,6,50,2016-9-28,2017-4-1
6891563,7,75,2016-9-28,2017-4-6
6891563,8,100,2016-9-28,2017-4-11
6891563,9,125,2016-9-28,2017-4-16
6891563,10,200,2016-9-28,2017-4-29
6891563,11,250,2016-9-28,2017-5-8
6891563,12,500,2016-9-28,2017-6-19
6891563,13,1000,2016-9-28,2017-9-10
6891563,14,1500,2016-9-28,2017-12-2
6891563,15,2000,2016-9-28,2018-2-23
6891563,16,2500,2016-9-28,2018-5-17
6891563,17,3000,2016-9-28,2018-6-2
6891563,18,5000,2016-9-28,2018-8-2
6891563,19,10000,2016-9-28,2018-11-20
6891563,20,15000,2016-9-28,2019-3-9
6891563,21,20000,2016-9-28,2019-6-23
6910411,1,1,2016-10-2,2016-10-3
6910411,2,5,2016-10-2,2016-10-4
6910411,3,10,2016-10-2,2016-10-5
6910411,4,15,2016-10-2,2016-10-6
6910411,5,20,2016-10-2,2016-10-7
6910411,6,50,2016-10-2,2016-10-8
6910411,7,75,2016-10-2,2016-10-9
6910411,8,100,2016-10-2,2016-10-10
6910411,9,125,2016-10-2,2016-10-11
6910411,10,200,2016-10-2,2016-10-13
6910411,11,250,2016-10-2,2016-10-14
6910411,12,500,2016-10-2,2016-10-18
6910411,13,1000,2016-10-2,2016-10-26
6910411,14,1500,2016-10-2,2016-11-2
6910411,15,2000,2016-10-2,2016-11-9
6910411,16,2500,2016-10-2,2016-11-16
6910411,17,3000,2016-10-2,2016-11-23
6910411,18,5000,2016-10-2,2016-12-27
6910411,19,10000,2016-10-2,2017-3-22
6910411,20,15000,2016-10-2,2017-7-21
6910411,21,20000,2016-10-2,2017-11-21
6914864,1,1,2016-10-3,2016-10-4
6914864,2,5,2016-10-3,2016-10-7
6914864,3,10,2016-10-3,2016-10-11
6914864,4,15,2016-10-3,2016-10-15
6914864,5,20,2016-10-3,2016-10-19
6914864,6,50,2016-10-3,2016-11-7
6914864,7,75,2016-10-3,2016-11-22
6914864,8,100,2016-10-3,2016-12-8
6914864,9,125,2016-10-3,2016-12-24
6914864,10,200,2016-10-3,2017-2-8
6914864,11,250,2016-10-3,2017-3-11
6914864,12,500,2016-10-3,2017-6-19
6914864,13,1000,2016-10-3,2018-1-3
6914864,14,1500,2016-10-3,2018-7-20
6914864,15,2000,2016-10-3,2018-7-29
6914864,16,2500,2016-10-3,2018-8-7
6914864,17,3000,2016-10-3,2018-8-16
6914864,18,5000,2016-10-3,2018-9-19
6914864,19,10000,2016-10-3,2018-12-4
6914864,20,15000,2016-10-3,2019-2-18
6914864,21,20000,2016-10-3,2019-5-5
6936103,1,1,2016-10-7,2016-10-8
6936103,2,5,2016-10-7,2016-10-9
6936103,3,10,2016-10-7,2016-10-10
6936103,4,15,2016-10-7,2016-10-11
6936103,5,20,2016-10-7,2016-10-12
6936103,6,50,2016-10-7,2016-10-16
6936103,7,75,2016-10-7,2016-10-20
6936103,8,100,2016-10-7,2016-10-24
6936103,9,125,2016-10-7,2016-10-28
6936103,10,200,2016-10-7,2016-11-7
6936103,11,250,2016-10-7,2016-11-14
6936103,12,500,2016-10-7,2016-11-26
6936103,13,1000,2016-10-7,2016-12-20
6936103,14,1500,2016-10-7,2017-1-13
6936103,15,2000,2016-10-7,2017-2-5
6936103,16,2500,2016-10-7,2017-2-28
6936103,17,3000,2016-10-7,2017-3-23
6936103,18,5000,2016-10-7,2017-6-4
6936103,19,10000,2016-10-7,2017-11-18
6936103,20,15000,2016-10-7,2018-4-8
6936103,21,20000,2016-10-7,2018-8-16
7015400,1,1,2016-10-13,2016-12-8
7015400,2,5,2016-10-13,2016-12-31
7015400,3,10,2016-10-13,2017-1-29
7015400,4,15,2016-10-13,2017-2-27
7015400,5,20,2016-10-13,2017-3-1
7015400,6,50,2016-10-13,2017-3-8
7015400,7,75,2016-10-13,2017-3-14
7015400,8,100,2016-10-13,2017-3-20
7015400,9,125,2016-10-13,2017-3-26
7015400,10,200,2016-10-13,2017-4-12
7015400,11,250,2016-10-13,2017-4-23
7015400,12,500,2016-10-13,2017-6-16
7015400,13,1000,2016-10-13,2017-7-30
7015400,14,1500,2016-10-13,2017-9-12
7015400,15,2000,2016-10-13,2017-10-25
7015400,16,2500,2016-10-13,2017-11-4
7015400,17,3000,2016-10-13,2017-11-14
7015400,18,5000,2016-10-13,2017-12-20
7015400,19,10000,2016-10-13,2018-3-20
7015400,20,15000,2016-10-13,2018-7-5
7015400,21,20000,2016-10-13,2018-12-25
7031230,1,1,2016-10-17,2016-10-18
7031230,2,5,2016-10-17,2016-10-19
7031230,3,10,2016-10-17,2016-10-20
7031230,4,15,2016-10-17,2016-10-21
7031230,5,20,2016-10-17,2016-10-22
7031230,6,50,2016-10-17,2016-10-23
7031230,7,75,2016-10-17,2016-10-24
7031230,8,100,2016-10-17,2016-10-25
7031230,9,125,2016-10-17,2016-10-26
7031230,10,200,2016-10-17,2016-10-28
7031230,11,250,2016-10-17,2016-10-30
7031230,12,500,2016-10-17,2016-11-5
7031230,13,1000,2016-10-17,2016-11-15
7031230,14,1500,2016-10-17,2016-11-25
7031230,15,2000,2016-10-17,2016-12-5
7031230,16,2500,2016-10-17,2016-12-23
7031230,17,3000,2016-10-17,2017-1-10
7031230,18,5000,2016-10-17,2017-3-20
7031230,19,10000,2016-10-17,2017-10-28
7031230,20,15000,2016-10-17,2018-7-29
7031230,21,20000,2016-10-17,2018-12-12
7050130,1,1,2016-10-20,2016-10-21
7050130,2,5,2016-10-20,2016-10-22
7050130,3,10,2016-10-20,2016-10-23
7050130,4,15,2016-10-20,2016-10-24
7050130,5,20,2016-10-20,2016-10-25
7050130,6,50,2016-10-20,2016-10-27
7050130,7,75,2016-10-20,2016-10-29
7050130,8,100,2016-10-20,2016-10-31
7050130,9,125,2016-10-20,2016-11-2
7050130,10,200,2016-10-20,2016-11-6
7050130,11,250,2016-10-20,2016-11-9
7050130,12,500,2016-10-20,2016-11-22
7050130,13,1000,2016-10-20,2016-12-13
7050130,14,1500,2016-10-20,2017-1-3
7050130,15,2000,2016-10-20,2017-1-24
7050130,16,2500,2016-10-20,2017-2-13
7050130,17,3000,2016-10-20,2017-3-5
7050130,18,5000,2016-10-20,2017-5-24
7050130,19,10000,2016-10-20,2017-11-26
7050130,20,15000,2016-10-20,2018-5-30
7050130,21,20000,2016-10-20,2019-1-28
7053190,1,1,2016-10-21,2016-10-23
7053190,2,5,2016-10-21,2016-10-28
7053190,3,10,2016-10-21,2016-11-4
7053190,4,15,2016-10-21,2016-11-11
7053190,5,20,2016-10-21,2016-11-17
7053190,6,50,2016-10-21,2016-12-9
7053190,7,75,2016-10-21,2016-12-27
7053190,8,100,2016-10-21,2017-1-14
7053190,9,125,2016-10-21,2017-2-1
7053190,10,200,2016-10-21,2017-3-26
7053190,11,250,2016-10-21,2017-4-30
7053190,12,500,2016-10-21,2017-5-15
7053190,13,1000,2016-10-21,2017-6-14
7053190,14,1500,2016-10-21,2017-7-14
7053190,15,2000,2016-10-21,2017-8-13
7053190,16,2500,2016-10-21,2017-9-7
7053190,17,3000,2016-10-21,2017-10-2
7053190,18,5000,2016-10-21,2017-11-22
7053190,19,10000,2016-10-21,2018-3-28
7053190,20,15000,2016-10-21,2018-6-17
7053190,21,20000,2016-10-21,2018-9-27
7106086,1,1,2016-11-2,2016-11-3
7106086,2,5,2016-11-2,2016-11-4
7106086,3,10,2016-11-2,2016-11-6
7106086,4,15,2016-11-2,2016-11-7
7106086,5,20,2016-11-2,2016-11-8
7106086,6,50,2016-11-2,2016-11-14
7106086,7,75,2016-11-2,2016-11-19
7106086,8,100,2016-11-2,2016-11-24
7106086,9,125,2016-11-2,2016-11-29
7106086,10,200,2016-11-2,2016-12-3
7106086,11,250,2016-11-2,2016-12-6
7106086,12,500,2016-11-2,2016-12-20
7106086,13,1000,2016-11-2,2017-1-16
7106086,14,1500,2016-11-2,2017-2-12
7106086,15,2000,2016-11-2,2017-3-11
7106086,16,2500,2016-11-2,2017-4-6
7106086,17,3000,2016-11-2,2017-5-2
7106086,18,5000,2016-11-2,2017-8-4
7106086,19,10000,2016-11-2,2018-1-26
7106086,20,15000,2016-11-2,2018-7-26
7106086,21,20000,2016-11-2,2019-5-28
7108653,1,1,2016-11-3,2016-11-4
7108653,2,5,2016-11-3,2016-11-6
7108653,3,10,2016-11-3,2016-11-8
7108653,4,15,2016-11-3,2016-11-10
7108653,5,20,2016-11-3,2016-11-12
7108653,6,50,2016-11-3,2016-11-19
7108653,7,75,2016-11-3,2016-11-25
7108653,8,100,2016-11-3,2016-12-1
7108653,9,125,2016-11-3,2016-12-7
7108653,10,200,2016-11-3,2016-12-16
7108653,11,250,2016-11-3,2016-12-22
7108653,12,500,2016-11-3,2017-1-21
7108653,13,1000,2016-11-3,2017-3-21
7108653,14,1500,2016-11-3,2017-5-19
7108653,15,2000,2016-11-3,2017-6-28
7108653,16,2500,2016-11-3,2017-8-7
7108653,17,3000,2016-11-3,2017-8-25
7108653,18,5000,2016-11-3,2017-11-3
7108653,19,10000,2016-11-3,2018-3-23
7108653,20,15000,2016-11-3,2018-8-11
7108653,21,20000,2016-11-3,2018-12-7
7128934,1,1,2016-11-7,2016-11-23
7128934,2,5,2016-11-7,2016-11-24
7128934,3,10,2016-11-7,2016-11-25
7128934,4,15,2016-11-7,2016-11-26
7128934,5,20,2016-11-7,2016-11-27
7128934,6,50,2016-11-7,2016-11-28
7128934,7,75,2016-11-7,2016-11-29
7128934,8,100,2016-11-7,2016-11-30
7128934,9,125,2016-11-7,2016-12-1
7128934,10,200,2016-11-7,2016-12-4
7128934,11,250,2016-11-7,2016-12-6
7128934,12,500,2016-11-7,2016-12-13
7128934,13,1000,2016-11-7,2016-12-27
7128934,14,1500,2016-11-7,2017-1-10
7128934,15,2000,2016-11-7,2017-1-24
7128934,16,2500,2016-11-7,2017-2-7
7128934,17,3000,2016-11-7,2017-2-20
7128934,18,5000,2016-11-7,2017-4-13
7128934,19,10000,2016-11-7,2017-8-1
7128934,20,15000,2016-11-7,2017-11-23
7128934,21,20000,2016-11-7,2019-3-24
7132550,1,1,2016-11-8,2016-11-14
7132550,2,5,2016-11-8,2016-12-4
7132550,3,10,2016-11-8,2016-12-11
7132550,4,15,2016-11-8,2016-12-18
7132550,5,20,2016-11-8,2016-12-25
7132550,6,50,2016-11-8,2017-2-4
7132550,7,75,2016-11-8,2017-3-10
7132550,8,100,2016-11-8,2017-4-12
7132550,9,125,2016-11-8,2017-5-15
7132550,10,200,2016-11-8,2017-5-25
7132550,11,250,2016-11-8,2017-6-1
7132550,12,500,2016-11-8,2017-7-3
7132550,13,1000,2016-11-8,2017-8-17
7132550,14,1500,2016-11-8,2017-10-1
7132550,15,2000,2016-11-8,2017-11-15
7132550,16,2500,2016-11-8,2017-12-8
7132550,17,3000,2016-11-8,2017-12-31
7132550,18,5000,2016-11-8,2018-4-2
7132550,19,10000,2016-11-8,2018-8-24
7132550,20,15000,2016-11-8,2019-2-20
7132550,21,20000,2016-11-8,2019-8-26
7207392,1,1,2016-11-24,2016-11-26
7207392,2,5,2016-11-24,2016-11-27
7207392,3,10,2016-11-24,2016-11-28
7207392,4,15,2016-11-24,2016-11-29
7207392,5,20,2016-11-24,2016-11-30
7207392,6,50,2016-11-24,2016-12-1
7207392,7,75,2016-11-24,2016-12-2
7207392,8,100,2016-11-24,2016-12-3
7207392,9,125,2016-11-24,2016-12-4
7207392,10,200,2016-11-24,2016-12-6
7207392,11,250,2016-11-24,2016-12-8
7207392,12,500,2016-11-24,2016-12-14
7207392,13,1000,2016-11-24,2016-12-25
7207392,14,1500,2016-11-24,2017-1-5
7207392,15,2000,2016-11-24,2017-1-16
7207392,16,2500,2016-11-24,2017-1-27
7207392,17,3000,2016-11-24,2017-2-6
7207392,18,5000,2016-11-24,2017-3-18
7207392,19,10000,2016-11-24,2017-11-29
7207392,20,15000,2016-11-24,2018-2-8
7207392,21,20000,2016-11-24,2018-4-20
7252182,1,1,2016-12-5,2016-12-6
7252182,2,5,2016-12-5,2016-12-7
7252182,3,10,2016-12-5,2016-12-8
7252182,4,15,2016-12-5,2016-12-9
7252182,5,20,2016-12-5,2016-12-10
7252182,6,50,2016-12-5,2016-12-11
7252182,7,75,2016-12-5,2016-12-12
7252182,8,100,2016-12-5,2016-12-13
7252182,9,125,2016-12-5,2016-12-14
7252182,10,200,2016-12-5,2016-12-15
7252182,11,250,2016-12-5,2016-12-16
7252182,12,500,2016-12-5,2016-12-17
7252182,13,1000,2016-12-5,2016-12-21
7252182,14,1500,2016-12-5,2016-12-25
7252182,15,2000,2016-12-5,2016-12-29
7252182,16,2500,2016-12-5,2017-1-2
7252182,17,3000,2016-12-5,2017-1-5
7252182,18,5000,2016-12-5,2017-1-17
7252182,19,10000,2016-12-5,2017-2-16
7252182,20,15000,2016-12-5,2017-3-18
7252182,21,20000,2016-12-5,2017-4-17
7294900,1,1,2016-12-14,2016-12-15
7294900,2,5,2016-12-14,2016-12-18
7294900,3,10,2016-12-14,2016-12-21
7294900,4,15,2016-12-14,2016-12-24
7294900,5,20,2016-12-14,2016-12-27
7294900,6,50,2016-12-14,2017-1-12
7294900,7,75,2016-12-14,2017-1-26
7294900,8,100,2016-12-14,2017-2-9
7294900,9,125,2016-12-14,2017-2-22
7294900,10,200,2016-12-14,2017-4-2
7294900,11,250,2016-12-14,2017-4-28
7294900,12,500,2016-12-14,2017-5-9
7294900,13,1000,2016-12-14,2017-5-31
7294900,14,1500,2016-12-14,2017-6-21
7294900,15,2000,2016-12-14,2017-7-12
7294900,16,2500,2016-12-14,2017-8-2
7294900,17,3000,2016-12-14,2017-8-23
7294900,18,5000,2016-12-14,2017-10-30
7294900,19,10000,2016-12-14,2018-4-7
7294900,20,15000,2016-12-14,2018-8-21
7294900,21,20000,2016-12-14,2018-12-28
7296893,1,1,2016-12-14,2016-12-15
7296893,2,5,2016-12-14,2016-12-17
7296893,3,10,2016-12-14,2016-12-19
7296893,4,15,2016-12-14,2016-12-21
7296893,5,20,2016-12-14,2016-12-23
7296893,6,50,2016-12-14,2017-1-3
7296893,7,75,2016-12-14,2017-1-12
7296893,8,100,2016-12-14,2017-1-21
7296893,9,125,2016-12-14,2017-1-30
7296893,10,200,2016-12-14,2017-2-25
7296893,11,250,2016-12-14,2017-3-14
7296893,12,500,2016-12-14,2017-6-7
7296893,13,1000,2016-12-14,2017-6-29
7296893,14,1500,2016-12-14,2017-7-21
7296893,15,2000,2016-12-14,2017-8-12
7296893,16,2500,2016-12-14,2017-8-27
7296893,17,3000,2016-12-14,2017-9-10
7296893,18,5000,2016-12-14,2017-11-5
7296893,19,10000,2016-12-14,2018-3-26
7296893,20,15000,2016-12-14,2018-8-28
7296893,21,20000,2016-12-14,2019-5-4
7297700,1,1,2016-12-14,2016-12-15
7297700,2,5,2016-12-14,2016-12-16
7297700,3,10,2016-12-14,2016-12-17
7297700,4,15,2016-12-14,2016-12-18
7297700,5,20,2016-12-14,2016-12-19
7297700,6,50,2016-12-14,2016-12-25
7297700,7,75,2016-12-14,2016-12-30
7297700,8,100,2016-12-14,2017-1-4
7297700,9,125,2016-12-14,2017-1-9
7297700,10,200,2016-12-14,2017-1-23
7297700,11,250,2016-12-14,2017-2-1
7297700,12,500,2016-12-14,2017-3-18
7297700,13,1000,2016-12-14,2017-4-14
7297700,14,1500,2016-12-14,2017-5-11
7297700,15,2000,2016-12-14,2017-6-7
7297700,16,2500,2016-12-14,2017-7-4
7297700,17,3000,2016-12-14,2017-7-30
7297700,18,5000,2016-12-14,2017-11-16
7297700,19,10000,2016-12-14,2018-7-31
7297700,20,15000,2016-12-14,2019-1-12
7297700,21,20000,2016-12-14,2019-6-13
7311767,1,1,2016-12-18,2016-12-19
7311767,2,5,2016-12-18,2016-12-20
7311767,3,10,2016-12-18,2016-12-21
7311767,4,15,2016-12-18,2016-12-22
7311767,5,20,2016-12-18,2016-12-23
7311767,6,50,2016-12-18,2016-12-24
7311767,7,75,2016-12-18,2016-12-25
7311767,8,100,2016-12-18,2016-12-26
7311767,9,125,2016-12-18,2016-12-27
7311767,10,200,2016-12-18,2016-12-29
7311767,11,250,2016-12-18,2016-12-30
7311767,12,500,2016-12-18,2017-1-3
7311767,13,1000,2016-12-18,2017-1-11
7311767,14,1500,2016-12-18,2017-1-19
7311767,15,2000,2016-12-18,2017-1-27
7311767,16,2500,2016-12-18,2017-2-4
7311767,17,3000,2016-12-18,2017-2-12
7311767,18,5000,2016-12-18,2017-3-14
7311767,19,10000,2016-12-18,2017-5-26
7311767,20,15000,2016-12-18,2017-10-5
7311767,21,20000,2016-12-18,2018-2-14
7326738,1,1,2016-12-21,2016-12-22
7326738,2,5,2016-12-21,2016-12-23
7326738,3,10,2016-12-21,2016-12-24
7326738,4,15,2016-12-21,2016-12-25
7326738,5,20,2016-12-21,2016-12-26
7326738,6,50,2016-12-21,2016-12-30
7326738,7,75,2016-12-21,2017-1-2
7326738,8,100,2016-12-21,2017-1-5
7326738,9,125,2016-12-21,2017-1-8
7326738,10,200,2016-12-21,2017-1-17
7326738,11,250,2016-12-21,2017-1-23
7326738,12,500,2016-12-21,2017-2-21
7326738,13,1000,2016-12-21,2017-4-18
7326738,14,1500,2016-12-21,2017-5-6
7326738,15,2000,2016-12-21,2017-5-24
7326738,16,2500,2016-12-21,2017-6-10
7326738,17,3000,2016-12-21,2017-6-27
7326738,18,5000,2016-12-21,2017-7-27
7326738,19,10000,2016-12-21,2017-10-8
7326738,20,15000,2016-12-21,2017-12-4
7326738,21,20000,2016-12-21,2018-1-29
7328782,1,1,2016-12-22,2016-12-23
7328782,2,5,2016-12-22,2016-12-25
7328782,3,10,2016-12-22,2016-12-27
7328782,4,15,2016-12-22,2016-12-29
7328782,5,20,2016-12-22,2016-12-31
7328782,6,50,2016-12-22,2017-1-11
7328782,7,75,2016-12-22,2017-1-20
7328782,8,100,2016-12-22,2017-1-29
7328782,9,125,2016-12-22,2017-2-7
7328782,10,200,2016-12-22,2017-3-6
7328782,11,250,2016-12-22,2017-3-24
7328782,12,500,2016-12-22,2017-8-17
7328782,13,1000,2016-12-22,2017-11-24
7328782,14,1500,2016-12-22,2017-12-7
7328782,15,2000,2016-12-22,2017-12-20
7328782,16,2500,2016-12-22,2018-1-2
7328782,17,3000,2016-12-22,2018-1-15
7328782,18,5000,2016-12-22,2018-3-6
7328782,19,10000,2016-12-22,2018-6-24
7328782,20,15000,2016-12-22,2018-10-13
7328782,21,20000,2016-12-22,2019-2-2
7429447,1,1,2017-1-17,2017-1-18
7429447,2,5,2017-1-17,2017-1-19
7429447,3,10,2017-1-17,2017-1-20
7429447,4,15,2017-1-17,2017-1-21
7429447,5,20,2017-1-17,2017-1-22
7429447,6,50,2017-1-17,2017-1-24
7429447,7,75,2017-1-17,2017-1-26
7429447,8,100,2017-1-17,2017-1-28
7429447,9,125,2017-1-17,2017-1-30
7429447,10,200,2017-1-17,2017-2-4
7429447,11,250,2017-1-17,2017-2-8
7429447,12,500,2017-1-17,2017-2-24
7429447,13,1000,2017-1-17,2017-3-28
7429447,14,1500,2017-1-17,2017-4-29
7429447,15,2000,2017-1-17,2017-5-30
7429447,16,2500,2017-1-17,2017-6-18
7429447,17,3000,2017-1-17,2017-7-6
7429447,18,5000,2017-1-17,2017-9-10
7429447,19,10000,2017-1-17,2017-11-27
7429447,20,15000,2017-1-17,2018-2-12
7429447,21,20000,2017-1-17,2018-4-30
7461381,1,1,2017-1-24,2017-1-25
7461381,2,5,2017-1-24,2017-1-26
7461381,3,10,2017-1-24,2017-1-27
7461381,4,15,2017-1-24,2017-1-28
7461381,5,20,2017-1-24,2017-1-29
7461381,6,50,2017-1-24,2017-1-31
7461381,7,75,2017-1-24,2017-2-2
7461381,8,100,2017-1-24,2017-2-4
7461381,9,125,2017-1-24,2017-2-6
7461381,10,200,2017-1-24,2017-2-11
7461381,11,250,2017-1-24,2017-2-15
7461381,12,500,2017-1-24,2017-3-3
7461381,13,1000,2017-1-24,2017-4-2
7461381,14,1500,2017-1-24,2017-5-2
7461381,15,2000,2017-1-24,2017-6-1
7461381,16,2500,2017-1-24,2017-8-14
7461381,17,3000,2017-1-24,2017-10-26
7461381,18,5000,2017-1-24,2017-12-19
7461381,19,10000,2017-1-24,2018-5-1
7461381,20,15000,2017-1-24,2018-8-11
7461381,21,20000,2017-1-24,2018-10-19
7505395,1,1,2017-2-2,2017-6-9
7505395,2,5,2017-2-2,2017-6-10
7505395,3,10,2017-2-2,2017-6-11
7505395,4,15,2017-2-2,2017-6-12
7505395,5,20,2017-2-2,2017-6-13
7505395,6,50,2017-2-2,2017-6-17
7505395,7,75,2017-2-2,2017-6-20
7505395,8,100,2017-2-2,2017-6-23
7505395,9,125,2017-2-2,2017-6-26
7505395,10,200,2017-2-2,2017-7-4
7505395,11,250,2017-2-2,2017-7-10
7505395,12,500,2017-2-2,2017-8-4
7505395,13,1000,2017-2-2,2017-9-23
7505395,14,1500,2017-2-2,2017-11-12
7505395,15,2000,2017-2-2,2017-11-22
7505395,16,2500,2017-2-2,2017-12-2
7505395,17,3000,2017-2-2,2017-12-12
7505395,18,5000,2017-2-2,2018-1-20
7505395,19,10000,2017-2-2,2018-4-26
7505395,20,15000,2017-2-2,2018-8-28
7505395,21,20000,2017-2-2,2018-12-12
7510657,1,1,2017-2-3,2017-2-4
7510657,2,5,2017-2-3,2017-2-6
7510657,3,10,2017-2-3,2017-2-8
7510657,4,15,2017-2-3,2017-2-10
7510657,5,20,2017-2-3,2017-2-12
7510657,6,50,2017-2-3,2017-2-24
7510657,7,75,2017-2-3,2017-3-6
7510657,8,100,2017-2-3,2017-3-16
7510657,9,125,2017-2-3,2017-3-26
7510657,10,200,2017-2-3,2017-4-25
7510657,11,250,2017-2-3,2017-5-15
7510657,12,500,2017-2-3,2017-7-12
7510657,13,1000,2017-2-3,2017-11-5
7510657,14,1500,2017-2-3,2018-3-1
7510657,15,2000,2017-2-3,2018-3-17
7510657,16,2500,2017-2-3,2018-4-2
7510657,17,3000,2017-2-3,2018-4-18
7510657,18,5000,2017-2-3,2018-6-21
7510657,19,10000,2017-2-3,2018-10-19
7510657,20,15000,2017-2-3,2019-1-31
7510657,21,20000,2017-2-3,2019-5-15
7579471,1,1,2017-2-17,2017-2-18
7579471,2,5,2017-2-17,2017-2-19
7579471,3,10,2017-2-17,2017-2-20
7579471,4,15,2017-2-17,2017-2-21
7579471,5,20,2017-2-17,2017-2-22
7579471,6,50,2017-2-17,2017-2-23
7579471,7,75,2017-2-17,2017-2-24
7579471,8,100,2017-2-17,2017-2-25
7579471,9,125,2017-2-17,2017-2-26
7579471,10,200,2017-2-17,2017-2-28
7579471,11,250,2017-2-17,2017-3-1
7579471,12,500,2017-2-17,2017-3-6
7579471,13,1000,2017-2-17,2017-3-15
7579471,14,1500,2017-2-17,2017-3-23
7579471,15,2000,2017-2-17,2017-3-31
7579471,16,2500,2017-2-17,2017-4-8
7579471,17,3000,2017-2-17,2017-4-16
7579471,18,5000,2017-2-17,2017-5-18
7579471,19,10000,2017-2-17,2017-10-29
7579471,20,15000,2017-2-17,2018-5-16
7579471,21,20000,2017-2-17,2019-1-24
7666442,1,1,2017-3-6,2017-3-7
7666442,2,5,2017-3-6,2017-3-8
7666442,3,10,2017-3-6,2017-3-10
7666442,4,15,2017-3-6,2017-3-12
7666442,5,20,2017-3-6,2017-3-14
7666442,6,50,2017-3-6,2017-3-21
7666442,7,75,2017-3-6,2017-3-27
7666442,8,100,2017-3-6,2017-4-1
7666442,9,125,2017-3-6,2017-4-6
7666442,10,200,2017-3-6,2017-4-21
7666442,11,250,2017-3-6,2017-5-1
7666442,12,500,2017-3-6,2017-5-8
7666442,13,1000,2017-3-6,2017-5-22
7666442,14,1500,2017-3-6,2017-6-5
7666442,15,2000,2017-3-6,2017-6-19
7666442,16,2500,2017-3-6,2017-7-3
7666442,17,3000,2017-3-6,2017-7-17
7666442,18,5000,2017-3-6,2017-8-26
7666442,19,10000,2017-3-6,2017-12-4
7666442,20,15000,2017-3-6,2018-3-13
7666442,21,20000,2017-3-6,2018-6-17
7669809,1,1,2017-3-7,2017-3-8
7669809,2,5,2017-3-7,2017-3-9
7669809,3,10,2017-3-7,2017-3-10
7669809,4,15,2017-3-7,2017-3-11
7669809,5,20,2017-3-7,2017-3-12
7669809,6,50,2017-3-7,2017-3-15
7669809,7,75,2017-3-7,2017-3-17
7669809,8,100,2017-3-7,2017-3-19
7669809,9,125,2017-3-7,2017-3-21
7669809,10,200,2017-3-7,2017-3-27
7669809,11,250,2017-3-7,2017-3-31
7669809,12,500,2017-3-7,2017-4-18
7669809,13,1000,2017-3-7,2017-5-24
7669809,14,1500,2017-3-7,2017-6-5
7669809,15,2000,2017-3-7,2017-6-17
7669809,16,2500,2017-3-7,2017-6-29
7669809,17,3000,2017-3-7,2017-7-11
7669809,18,5000,2017-3-7,2017-8-27
7669809,19,10000,2017-3-7,2017-11-14
7669809,20,15000,2017-3-7,2018-2-17
