id,post,badge,reputation,learning,reciprocity,status,day,url,status_level
6371459,0.332154129,0.222941124,15,2.455223881,0.011733743,0.142857143,7,1,6
6371459,0.406290607,0.286860384,12.5,3.156716418,0.015097915,0.111111111,9,1,7
6371459,0.480552211,0.350887343,12.5,3.858208955,0.018467755,0.090909091,11,1,8
6371459,0.314663257,0.415022364,12.5,4.559701493,0.021843282,0.076923077,13,1,9
6371459,0.494190534,0.271754631,18.75,2.981343284,0.014302875,0.058823529,17,1,10
6371459,0.198377565,0.426800916,16.66666667,4.676616915,0.022463206,0.05,20,1,11
6371459,0.174790157,0.171326079,20.83333333,1.870646766,0.009017162,0.03125,32,1,12
6371459,0.25198314,0.150955136,20.83333333,1.63681592,0.007945007,0.017857143,56,1,13
6371459,0.330836186,0.217621803,20.83333333,2.338308458,0.011453779,0.0125,80,1,14
6371459,0.411422267,0.285722161,20.83333333,3.039800995,0.015038008,0.009615385,104,1,15
6371459,0.511707195,0.355319231,20.83333333,3.741293532,0.018701012,0.0078125,128,1,16
6371459,0.249974829,0.441928941,21.73913043,4.605451006,0.023259418,0.006622517,151,1,17
6371459,0.183271656,0.215887352,28.16901408,2.087055918,0.011362492,0.004504505,222,1,18
6371459,0.261345214,0.158280067,26.17801047,1.321274706,0.00833053,0.002421308,413,1,19
6371459,0.347828226,0.22570723,21.27659574,1.505705794,0.011879328,0.00154321,648,1,20
6394138,0.147837069,0.063811923,0,4.015306122,0.003358522,1,1,1,1
6394138,0.221848844,0.127677469,4,8.030612245,0.006719867,0.5,2,1,2
6394138,0.295922918,0.191596729,5,12.04591837,0.010084038,0.333333333,3,1,3
6394138,0.370059397,0.255569793,5,16.06122449,0.013451042,0.25,4,1,4
6394138,0.444258385,0.319596752,5,20.07653061,0.016820882,0.2,5,1,5
6394138,0.518519988,0.383677696,30,24.09183673,0.020193563,0.166666667,6,1,6
6394138,0.592844312,0.447812717,25,28.10714286,0.02356909,0.142857143,7,1,7
6394138,0.667231464,0.512001906,25,32.12244898,0.026947469,0.125,8,1,8
6394138,0.408065816,0.576245355,25,36.1377551,0.030328703,0.111111111,9,1,9
6394138,0.890707904,0.352420478,37.5,22.08418367,0.018548446,0.090909091,11,1,10
6394138,0.252781106,0.769247735,50,48.18367347,0.040486723,0.083333333,12,1,11
6394138,0.215391358,0.218310955,50,13.65204082,0.01149005,0.058823529,17,1,12
6394138,0.290927839,0.186019809,55.55555556,11.59977324,0.009790516,0.038461538,26,1,13
6394138,0.367052406,0.251255861,55.55555556,15.61507937,0.013223993,0.028571429,35,1,14
6394138,0.44377429,0.316999806,55.55555556,19.63038549,0.0166842,0.022727273,44,1,15
6394138,0.521102936,0.383259614,55.55555556,23.64569161,0.020171559,0.018867925,53,1,16
6394138,0.224505285,0.450043445,55.55555556,27.66099773,0.023686497,0.016129032,62,1,17
6394138,0.170020892,0.193890928,62.5,11.79496173,0.010204786,0.010638298,94,1,18
6394138,0.145410701,0.146836225,62.5,8.733290816,0.007728222,0.005747126,174,1,19
6394138,0.179817615,0.125581969,21.64502165,4.504290353,0.006609577,0.002469136,405,1,20
6400526,0.148085849,0.06391926,0,4.338461538,0.003364172,1,1,1,1
