index,Id,status,reputation_s,dt_0,dt_s,post,badge,reptation,learning,reciprocity,url,day
563,6167855,17,3000,2016-4-6,2016-10-2,0.483436235,0.417513112,107.1428571,6.70218894,23.66388249,1,179
564,6167855,18,5000,2016-4-6,2017-1-28,0.082706767,0.071428571,16.94915254,1.418010753,3.668298771,1,297
565,6167855,19,10000,2016-4-6,2017-8-14,0.210677867,0.181949067,50.50505051,3.80714312,9.558878442,1,495
566,6167855,20,15000,2016-4-6,2018-5-19,0.117647059,0.101604278,17.98561151,1.534882405,2.737472837,1,773
567,6167855,21,20000,2016-4-6,2018-11-26,0.576868074,0.498204246,104.7120419,8.116854318,18.09932623,1,964
568,6231153,1,1,2016-4-20,2016-4-21,0.071602929,0.061838893,1,1.706382979,4.65106383,1,1
569,6231153,2,5,2016-4-20,2016-4-22,0.071661238,0.061889251,4,1.706382979,4.65106383,1,2
570,6231153,3,10,2016-4-20,2016-4-23,0.214983808,0.185667835,10,5.119148936,13.95319149,1,3
571,6231153,4,15,2016-4-20,2016-4-24,0.07177814,0.061990212,5,1.706382979,4.65106383,1,4
572,6231153,5,20,2016-4-20,2016-4-25,0.358598683,0.309698863,20,8.531914894,23.25531915,1,5
573,6231153,6,50,2016-4-20,2016-4-26,0.071895425,0.062091503,30,1.706382979,4.65106383,1,6
574,6231153,7,75,2016-4-20,2016-4-27,0.502448319,0.433932639,75,11.94468085,32.55744681,1,7
575,6231153,8,100,2016-4-20,2016-4-28,0.072013093,0.062193126,25,1.706382979,4.65106383,1,8
576,6231153,9,125,2016-4-20,2016-4-29,0.646533485,0.558369828,125,15.35744681,41.85957447,1,9
577,6231153,10,200,2016-4-20,2016-5-1,0.072131148,0.062295082,37.5,1.706382979,4.65106383,1,11
578,6231153,11,250,2016-4-20,2016-5-3,0.467647479,0.403877368,125,11.09148936,30.23191489,1,13
579,6231153,12,500,2016-4-20,2016-5-9,0.072368421,0.0625,41.66666667,1.706382979,4.65106383,1,19
580,6231153,13,1000,2016-4-20,2016-5-20,0.197227771,0.170333075,90.90909091,4.65377176,12.68471954,1,30
581,6231153,14,1500,2016-4-20,2016-5-31,0.073394495,0.063386155,45.45454545,1.706382979,4.65106383,1,41
582,6231153,15,2000,2016-4-20,2016-6-11,0.344696341,0.297692294,181.8181818,8.066537718,21.9868472,1,52
583,6231153,16,2500,2016-4-20,2016-6-22,0.074766355,0.064570943,45.45454545,1.706382979,4.65106383,1,63
584,6231153,17,3000,2016-4-20,2016-7-3,0.494934394,0.42744334,272.7272727,11.47930368,31.28897485,1,74
585,6231153,18,5000,2016-4-20,2016-8-14,0.076190476,0.065800866,47.61904762,1.706382979,4.65106383,1,116
586,6231153,19,10000,2016-4-20,2016-11-26,0.162183649,0.140067697,96.15384615,3.609656301,9.838788871,1,220
587,6231153,20,15000,2016-4-20,2017-5-17,0.087215064,0.075322101,29.06976744,1.292364186,2.318608921,1,392
588,6231153,21,20000,2016-4-20,2017-9-22,0.354106853,0.305819555,156.25,7.051005643,15.10447281,1,520
589,6238977,1,1,2016-4-22,2016-5-6,0.071719641,0.06193969,0.071428571,0.008810573,0.008810573,0,14
590,6238977,2,5,2016-4-22,2016-6-26,0.072547403,0.062654575,0.078431373,0.008810573,0.008810573,0,65
591,6238977,3,10,2016-4-22,2016-8-28,0.150398046,0.129889221,0.158730159,0.017900846,0.017900846,0,128
592,6238977,4,15,2016-4-22,2016-10-29,0.080072793,0.069153776,0.080645161,0.008810573,0.008810573,0,190
593,6238977,5,20,2016-4-22,2017-3-15,0.190258641,0.164314281,0.145985401,0.013707587,0.013707587,0,327
594,6238977,6,50,2016-4-22,2017-3-25,0.097777778,0.084444444,3,0.134053667,0.15695443,1,337
595,6238977,7,75,2016-4-22,2017-4-3,3.103677697,2.68044892,8.333333333,0.491662115,0.540008171,1,346
596,6238977,8,100,2016-4-22,2017-4-12,0.099886493,0.086265607,2.777777778,0.134053667,0.15695443,1,355
597,6238977,9,125,2016-4-22,2017-4-21,3.30448162,2.85387049,13.88888889,0.759769448,0.853917031,1,364
598,6238977,10,200,2016-4-22,2017-5-16,0.101969873,0.08806489,3,0.134053667,0.15695443,1,389
599,6238977,11,250,2016-4-22,2017-6-2,2.004399074,1.731071928,14.70588235,0.733422296,0.83984349,1,406
600,6238977,12,500,2016-4-22,2017-8-23,0.107186358,0.092570037,3.048780488,0.134053667,0.15695443,1,488
601,6238977,13,1000,2016-4-22,2017-9-24,1.458581888,1.259684358,31.25,1.508900784,1.830173172,1,520
602,6238977,14,1500,2016-4-22,2017-10-26,0.12446959,0.107496464,15.625,0.775757669,0.981810592,1,552
603,6238977,15,2000,2016-4-22,2017-11-26,1.764488025,1.523876022,64.51612903,3.134114782,3.884503509,1,583
604,6238977,16,2500,2016-4-22,2017-12-27,0.136645963,0.118012422,16.12903226,0.775757669,0.981810592,1,614
605,6238977,17,3000,2016-4-22,2018-1-27,2.044690269,1.765868868,96.77419355,4.68563012,5.848124692,1,645
606,6238977,18,5000,2016-4-22,2018-5-31,0.151202749,0.130584192,16.12903226,0.775757669,0.981810592,1,769
607,6238977,19,10000,2016-4-22,2018-11-15,0.681035805,0.588167286,59.52380952,3.483668988,3.803590258,1,937
608,6238977,20,15000,2016-4-22,2019-3-20,0.303448276,0.262068966,40,2.397695,2.863620387,1,1062
609,6238977,21,20000,2016-4-22,2019-8-12,1.583988848,1.367990369,137.9310345,8.000391444,9.094006865,1,1207
610,6241235,1,1,2016-4-22,2016-5-6,0.071719641,0.06193969,0.071428571,0.044776119,0,0,14
611,6241235,2,5,2016-4-22,2016-6-18,0.072547403,0.062654575,0.093023256,0.044776119,0,0,57
612,6241235,3,10,2016-4-22,2017-1-28,0.093622663,0.080855936,0.044642857,0.015449277,0,0,281
613,6241235,4,15,2016-4-22,2017-5-13,0.093023256,0.080338266,0.047619048,0.0120922,0.00952381,1,386
614,6241235,5,20,2016-4-22,2017-8-26,0.397388941,0.34319954,0.19047619,0.057142857,0.019047619,1,491
615,6241235,6,50,2016-4-22,2017-8-28,0.119565217,0.10326087,15,1.816326531,0.357142857,1,493
616,6241235,7,75,2016-4-22,2017-8-30,21.1023756,18.22477893,37.5,6.632653061,1.714285714,1,495
617,6241235,8,100,2016-4-22,2017-9-1,0.120218579,0.103825137,12.5,1.816326531,0.357142857,1,497
618,6241235,9,125,2016-4-22,2017-9-3,21.34314213,18.43271366,62.5,10.26530612,2.428571429,1,499
619,6241235,10,200,2016-4-22,2017-9-7,0.120879121,0.104395604,18.75,1.816326531,0.357142857,1,503
620,6241235,11,250,2016-4-22,2017-9-10,14.51148054,12.53264229,83.33333333,11.08163265,2.452380952,1,506
621,6241235,12,500,2016-4-22,2017-9-22,0.122052705,0.105409154,20.83333333,1.816326531,0.357142857,1,518
622,6241235,13,1000,2016-4-22,2017-10-15,2.080599958,1.796881782,43.47826087,4.209405501,0.863354037,1,541
623,6241235,14,1500,2016-4-22,2017-11-7,0.128279883,0.110787172,21.73913043,1.816326531,0.357142857,1,564
624,6241235,15,2000,2016-4-22,2017-11-30,2.341609857,2.022299422,86.95652174,7.842058563,1.577639752,1,587
625,6241235,16,2500,2016-4-22,2017-12-10,0.1375,0.11875,50,5.106122449,6.333590734,1,597
626,6241235,17,3000,2016-4-22,2017-12-20,5.66288521,4.890673591,300,28.24897959,16.2957529,1,607
627,6241235,18,5000,2016-4-22,2018-1-26,0.141935484,0.122580645,54.05405405,5.106122449,6.333590734,1,644
628,6241235,19,10000,2016-4-22,2018-4-27,0.830948506,0.717637346,109.8901099,10.28652164,10.69952904,1,735
629,6241235,20,15000,2016-4-22,2018-6-27,0.178861789,0.154471545,81.96721311,7.33536352,5.533928571,1,796
630,6241235,21,20000,2016-4-22,2018-8-27,1.622649829,1.401379398,327.8688525,30.01619375,27.02944965,1,857
631,6257435,1,1,2016-4-26,2016-5-5,0.071954211,0.062142273,0.111111111,0,0,0,9
632,6257435,2,5,2016-4-26,2016-6-9,0.072487644,0.062602965,0.114285714,0,0,0,44
633,6257435,3,10,2016-4-26,2016-7-23,0.147018058,0.126970141,0.227272727,0,0,0,88
634,6257435,4,15,2016-4-26,2016-9-4,0.07753304,0.066960352,0.11627907,0,0,0,131
635,6257435,5,20,2016-4-26,2016-10-17,0.308556203,0.266480357,0.465116279,0,0,0,174
636,6257435,6,50,2016-4-26,2016-10-19,0.083889418,0.072449952,15,1.466101695,0.338983051,0,176
637,6257435,7,75,2016-4-26,2016-10-21,6.801897442,5.874365972,37.5,2.93220339,0.677966102,0,178
638,6257435,8,100,2016-4-26,2016-10-23,0.084210526,0.072727273,12.5,1.466101695,0.338983051,0,180
639,6257435,9,125,2016-4-26,2016-10-25,6.970479972,6.019959976,62.5,5.86440678,1.355932203,0,182
640,6257435,10,200,2016-4-26,2016-10-29,0.084534102,0.073006724,18.75,1.466101695,0.338983051,0,186
641,6257435,11,250,2016-4-26,2016-11-1,4.844558957,4.183937281,83.33333333,7.330508475,1.694915254,0,189
642,6257435,12,500,2016-4-26,2016-11-14,0.085106383,0.073500967,19.23076923,1.466101695,0.338983051,0,202
643,6257435,13,1000,2016-4-26,2016-12-9,0.711792404,0.614729803,40,3.108135593,0.718644068,0,227
644,6257435,14,1500,2016-4-26,2017-1-3,0.088353414,0.076305221,20,1.466101695,0.338983051,0,252
645,6257435,15,2000,2016-4-26,2017-1-28,0.890774036,0.769304849,80,6.040338983,1.396610169,0,277
646,6257435,16,2500,2016-4-26,2017-2-22,0.093023256,0.080338266,20,1.466101695,0.338983051,0,302
647,6257435,17,3000,2016-4-26,2017-3-19,1.079345609,0.932162117,120,8.972542373,2.074576271,0,327
648,6257435,18,5000,2016-4-26,2017-6-1,0.098214286,0.084821429,27.02702703,1.836561743,0.634382567,0,401
649,6257435,19,10000,2016-4-26,2018-2-16,0.238792489,0.206229877,38.46153846,2.819285704,1.003506977,0,661
650,6257435,20,15000,2016-4-26,2018-11-13,0.15658363,0.135231317,18.51851852,1.361061517,0.469056201,0,931
651,6257435,21,20000,2016-4-26,2019-6-27,0.763155825,0.659089121,88.49557522,6.963971627,1.95348971,0,1157
652,6287308,1,1,2016-5-3,2016-12-10,0.072368421,0.0625,0.004524887,0.009049774,0,0,221
653,6287308,2,5,2016-5-3,2016-12-11,0.088442211,0.07638191,4,1.37704918,3.453551913,1,222
654,6287308,3,10,2016-5-3,2016-12-12,16.17039445,13.96534066,10,4.754098361,6.907103825,1,223
655,6287308,4,15,2016-5-3,2016-12-13,0.088620342,0.07653575,5,1.37704918,3.453551913,1,224
656,6287308,5,20,2016-5-3,2016-12-14,16.34772447,14.11848932,20,7.508196721,13.81420765,1,225
657,6287308,6,50,2016-5-3,2016-12-16,0.088799193,0.076690212,15,1.37704918,3.453551913,1,227
658,6287308,7,75,2016-5-3,2016-12-17,16.61430162,14.34871504,75,11.63934426,24.17486339,1,228
659,6287308,8,100,2016-5-3,2016-12-18,0.089068826,0.076923077,25,1.37704918,3.453551913,1,229
660,6287308,9,125,2016-5-3,2016-12-19,16.79252952,14.50263913,125,14.39344262,31.08196721,1,230
661,6287308,10,200,2016-5-3,2016-12-22,0.089249493,0.077079108,25,1.37704918,3.453551913,1,233
662,6287308,11,250,2016-5-3,2016-12-24,8.619660869,7.444252569,125,10.63934426,24.17486339,1,235
663,6287308,12,500,2016-5-3,2017-1-3,0.089704383,0.077471967,25,1.37704918,3.453551913,1,245
664,6287308,13,1000,2016-5-3,2017-1-22,1.045173775,0.902650078,52.63157895,3.221742882,7.815933276,1,264
665,6287308,14,1500,2016-5-3,2017-2-10,0.092436975,0.079831933,26.31578947,1.37704918,3.453551913,1,283
666,6287308,15,2000,2016-5-3,2017-3-1,1.231930149,1.063939674,105.2631579,5.975841242,14.7230371,1,302
667,6287308,16,2500,2016-5-3,2017-3-20,0.096280088,0.083150985,26.31578947,1.37704918,3.453551913,1,321
668,6287308,17,3000,2016-5-3,2017-4-8,1.426534259,1.23200686,157.8947368,8.729939603,21.63014093,1,340
669,6287308,18,5000,2016-5-3,2017-7-13,0.100456621,0.086757991,20.83333333,1.752703174,2.560477464,1,436
670,6287308,19,10000,2016-5-3,2017-11-25,0.385027821,0.332524027,74.07407407,5.823777615,8.132309149,1,571
671,6287308,20,15000,2016-5-3,2018-8-27,0.136434109,0.117829457,18.18181818,2.660725866,1.040694261,1,846
672,6287308,21,20000,2016-5-3,2019-2-1,0.804281734,0.694606952,126.5822785,13.54283065,10.41913642,1,1004
673,6287910,1,1,2016-5-3,2016-5-4,0.072368421,0.0625,1,0.022624434,0.045248869,1,1
674,6287910,2,5,2016-5-3,2016-5-7,0.072427984,0.06255144,1.333333333,0.022624434,0.045248869,1,4
675,6287910,3,10,2016-5-3,2016-5-10,0.169158051,0.146091044,3.333333333,0.052790347,0.105580694,1,7
676,6287910,4,15,2016-5-3,2016-5-13,0.072787428,0.062861869,1.666666667,0.022624434,0.045248869,1,10
677,6287910,5,20,2016-5-3,2016-5-16,0.31491397,0.271971156,6.666666667,0.098039216,0.196078431,1,13
678,6287910,6,50,2016-5-3,2016-6-2,0.073150457,0.063175395,1.764705882,0.022624434,0.045248869,1,30
679,6287910,7,75,2016-5-3,2016-6-16,0.230506108,0.199073457,5.357142857,0.071105365,0.14221073,1,44
680,6287910,8,100,2016-5-3,2016-6-30,0.075085324,0.064846416,1.785714286,0.022624434,0.045248869,1,58
681,6287910,9,125,2016-5-3,2016-7-14,0.381584524,0.329550271,8.928571429,0.116354234,0.232708468,1,72
682,6287910,10,200,2016-5-3,2016-8-24,0.076923077,0.066433566,1.829268293,0.022624434,0.045248869,1,113
683,6287910,11,250,2016-5-3,2016-9-20,0.394450171,0.340661511,9.259259259,0.117311882,0.234623764,1,140
684,6287910,12,500,2016-5-3,2016-10-14,0.081784387,0.07063197,10.41666667,0.5940628,0.214640751,1,164
685,6287910,13,1000,2016-5-3,2016-12-1,0.346420604,0.299181431,20.83333333,0.957082134,0.453936994,1,212
686,6287910,14,1500,2016-5-3,2017-1-18,0.087649402,0.075697211,10.41666667,0.5940628,0.214640751,1,260
687,6287910,15,2000,2016-5-3,2017-3-7,0.526120216,0.45437655,41.66666667,2.145207733,0.883218497,1,308
688,6287910,16,2500,2016-5-3,2017-4-24,0.0969163,0.083700441,10.41666667,0.5940628,0.214640751,1,356
689,6287910,17,3000,2016-5-3,2017-6-10,0.738618193,0.63789753,63.82978723,3.391615685,1.335858707,1,403
690,6287910,18,5000,2016-5-3,2017-7-24,0.108241082,0.093480935,45.45454545,1.289667472,0.502751805,1,447
691,6287910,19,10000,2016-5-3,2017-11-13,0.466913462,0.403243444,89.28571429,3.262109451,1.387589879,1,559
692,6287910,20,15000,2016-5-3,2018-3-23,0.133942161,0.115677321,38.46153846,1.453681889,0.577177889,1,689
693,6287910,21,20000,2016-5-3,2018-8-13,0.654442983,0.565200758,139.8601399,5.107542069,2.246808694,1,832
694,6294072,1,1,2016-5-5,2016-5-7,0.072487644,0.062602965,0.5,0.050691244,0.119815668,1,2
695,6294072,2,5,2016-5-5,2016-5-13,0.072607261,0.062706271,0.666666667,0.050691244,0.119815668,1,8
696,6294072,3,10,2016-5-5,2016-5-21,0.145545847,0.125698686,1.25,0.101382488,0.239631336,1,16
697,6294072,4,15,2016-5-5,2016-5-29,0.07345576,0.063439065,0.625,0.050691244,0.119815668,1,24
698,6294072,5,20,2016-5-5,2016-6-6,0.292951187,0.253003298,2.5,0.202764977,0.479262673,1,32
699,6294072,6,50,2016-5-5,2016-7-21,0.074450085,0.0642978,0.666666667,0.050691244,0.119815668,1,77
700,6294072,7,75,2016-5-5,2016-8-27,0.231284855,0.199746011,2.027027027,0.156183834,0.369161789,1,114
701,6294072,8,100,2016-5-5,2016-10-3,0.08,0.069090909,0.675675676,0.050691244,0.119815668,1,151
702,6294072,9,125,2016-5-5,2016-11-9,0.394069427,0.340332687,3.378378378,0.257566322,0.608793125,1,188
703,6294072,10,200,2016-5-5,2016-11-11,0.085769981,0.074074074,37.5,4.476385193,9.434153307,1,190
704,6294072,11,250,2016-5-5,2016-11-12,14.83804627,12.81467632,250,22.9591095,50.82780554,1,191
705,6294072,12,500,2016-5-5,2016-11-17,0.086021505,0.0742913,50,4.476385193,9.434153307,1,196
706,6294072,13,1000,2016-5-5,2016-11-27,1.613259387,1.393269471,100,9.010488739,19.23401051,1,206
707,6294072,14,1500,2016-5-5,2016-12-7,0.087301587,0.075396825,50,4.476385193,9.434153307,1,216
708,6294072,15,2000,2016-5-5,2016-12-17,1.788737327,1.544818601,200,17.96325912,38.10231713,1,226
709,6294072,16,2500,2016-5-5,2016-12-27,0.089068826,0.076923077,50,4.476385193,9.434153307,1,236
710,6294072,17,3000,2016-5-5,2017-1-6,1.967785703,1.699451289,300,26.91602951,56.97062374,1,246
711,6294072,18,5000,2016-5-5,2017-2-13,0.090909091,0.078512397,52.63157895,4.476385193,9.434153307,1,284
712,6294072,19,10000,2016-5-5,2017-5-17,0.343359167,0.296537462,107.5268817,9.199642531,19.41484216,1,377
713,6294072,20,15000,2016-5-5,2017-8-21,0.105137395,0.090800478,52.08333333,5.103299452,7.400194845,1,473
714,6294072,21,20000,2016-5-5,2017-12-18,0.471914674,0.407562673,168.0672269,16.36121961,24.20975379,1,592
715,6336479,1,1,2016-5-15,2016-5-16,0.073089701,0.063122924,1,1.957142857,1.561904762,1,1
716,6336479,2,5,2016-5-15,2016-5-17,0.073150457,0.063175395,4,1.957142857,1.561904762,1,2
717,6336479,3,10,2016-5-15,2016-5-18,0.219451473,0.189526272,10,5.871428571,4.685714286,1,3
718,6336479,4,15,2016-5-15,2016-5-19,0.073272273,0.0632806,5,1.957142857,1.561904762,1,4
719,6336479,5,20,2016-5-15,2016-5-20,0.366057079,0.316140205,20,9.785714286,7.80952381,1,5
720,6336479,6,50,2016-5-15,2016-5-22,0.073394495,0.063386155,15,1.957142857,1.561904762,1,7
721,6336479,7,75,2016-5-15,2016-5-23,0.586363196,0.506404578,75,15.65714286,12.4952381,1,8
722,6336479,8,100,2016-5-15,2016-5-24,0.073578595,0.063545151,25,1.957142857,1.561904762,1,9
723,6336479,9,125,2016-5-15,2016-5-25,0.733581959,0.633548055,125,19.57142857,15.61904762,1,10
724,6336479,10,200,2016-5-15,2016-5-28,0.073701843,0.063651591,25,1.957142857,1.561904762,1,13
725,6336479,11,250,2016-5-15,2016-5-30,0.551231233,0.476063337,125,14.67857143,11.71428571,1,15
726,6336479,12,500,2016-5-15,2016-6-8,0.074011775,0.06391926,27.77777778,1.957142857,1.561904762,1,24
727,6336479,13,1000,2016-5-15,2016-6-26,0.172830073,0.149262336,55.55555556,4.566666667,3.644444444,1,42
728,6336479,14,1500,2016-5-15,2016-7-14,0.075731497,0.065404475,27.77777778,1.957142857,1.561904762,1,60
729,6336479,15,2000,2016-5-15,2016-8-1,0.325484648,0.281100377,111.1111111,8.480952381,6.768253968,1,78
730,6336479,16,2500,2016-5-15,2016-8-18,0.078152753,0.06749556,29.41176471,1.957142857,1.561904762,1,95
731,6336479,17,3000,2016-5-15,2016-9-4,0.502134323,0.433661461,176.4705882,12.89411765,10.29019608,1,112
732,6336479,18,5000,2016-5-15,2016-11-11,0.080586081,0.06959707,29.41176471,1.957142857,1.561904762,1,180
733,6336479,19,10000,2016-5-15,2017-2-7,0.245211784,0.211773813,113.6363636,9.266049988,7.302621906,1,268
734,6336479,20,15000,2016-5-15,2017-5-5,0.094017094,0.081196581,57.47126437,5.262803235,4.107816712,1,355
735,6336479,21,20000,2016-5-15,2017-10-23,0.277675472,0.239810635,116.9590643,10.60114884,8.26502678,1,526
736,6337748,1,1,2016-5-15,2016-5-16,0.073089701,0.063122924,1,0.645933014,0.105263158,1,1
737,6337748,2,5,2016-5-15,2016-5-17,0.073150457,0.063175395,4,0.645933014,0.105263158,1,2
738,6337748,3,10,2016-5-15,2016-5-18,0.219451473,0.189526272,10,1.937799043,0.315789474,1,3
739,6337748,4,15,2016-5-15,2016-5-19,0.073272273,0.0632806,5,0.645933014,0.105263158,1,4
740,6337748,5,20,2016-5-15,2016-5-20,0.366057079,0.316140205,20,3.229665072,0.526315789,1,5
741,6337748,6,50,2016-5-15,2016-5-22,0.073394495,0.063386155,15,0.645933014,0.105263158,1,7
742,6337748,7,75,2016-5-15,2016-5-24,0.329940161,0.284948321,37.5,2.906698565,0.473684211,1,9
743,6337748,8,100,2016-5-15,2016-5-26,0.073640167,0.063598326,12.5,0.645933014,0.105263158,1,11
744,6337748,9,125,2016-5-15,2016-5-28,0.47734395,0.412251593,62.5,4.198564593,0.684210526,1,13
745,6337748,10,200,2016-5-15,2016-6-2,0.07388749,0.063811923,15,0.645933014,0.105263158,1,18
746,6337748,11,250,2016-5-15,2016-6-5,0.515574104,0.445268544,83.33333333,4.5215311,0.736842105,1,21
747,6337748,12,500,2016-5-15,2016-6-19,0.074387151,0.064243449,17.85714286,0.645933014,0.105263158,1,35
748,6337748,13,1000,2016-5-15,2016-7-17,0.167711674,0.1448419,35.71428571,1.453349282,0.236842105,1,63
749,6337748,14,1500,2016-5-15,2016-8-14,0.077125329,0.066608238,17.85714286,0.645933014,0.105263158,1,91
750,6337748,15,2000,2016-5-15,2016-9-11,0.323902591,0.279734056,71.42857143,2.745215311,0.447368421,1,119
751,6337748,16,2500,2016-5-15,2016-10-9,0.081105991,0.070046083,17.85714286,0.645933014,0.105263158,1,147
752,6337748,17,3000,2016-5-15,2016-11-6,0.488263075,0.421681747,107.1428571,4.03708134,0.657894737,1,175
753,6337748,18,5000,2016-5-15,2017-2-20,0.085519922,0.073858115,18.86792453,0.851674641,0.095272904,1,281
754,6337748,19,10000,2016-5-15,2017-11-14,0.180496626,0.15588345,37.45318352,1.69721643,0.192711212,1,548
755,6337748,20,15000,2016-5-15,2018-10-10,0.134146341,0.115853659,15.15151515,0.884406318,0.066874624,1,878
756,6337748,21,20000,2016-5-15,2019-8-19,0.565340861,0.488248925,63.89776358,3.025254601,0.257974872,1,1191
757,6344363,1,1,2016-5-17,2016-5-18,0.073211314,0.063227953,1,1.908653846,2.120192308,1,1
758,6344363,2,5,2016-5-17,2016-5-19,0.073272273,0.0632806,4,1.908653846,2.120192308,1,2
759,6344363,3,10,2016-5-17,2016-5-20,0.219816921,0.189841886,10,5.725961538,6.360576923,1,3
760,6344363,4,15,2016-5-17,2016-5-21,0.073394495,0.063386155,5,1.908653846,2.120192308,1,4
761,6344363,5,20,2016-5-17,2016-5-22,0.366667176,0.316667106,20,9.543269231,10.60096154,1,5
762,6344363,6,50,2016-5-17,2016-5-24,0.073517126,0.063492063,15,1.908653846,2.120192308,1,7
763,6344363,7,75,2016-5-17,2016-5-25,0.587341596,0.50724956,75,15.26923077,16.96153846,1,8
764,6344363,8,100,2016-5-17,2016-5-26,0.073701843,0.063651591,25,1.908653846,2.120192308,1,9
765,6344363,9,125,2016-5-17,2016-5-27,0.734807059,0.634606097,125,19.08653846,21.20192308,1,10
766,6344363,10,200,2016-5-17,2016-5-30,0.073825503,0.063758389,25,1.908653846,2.120192308,1,13
767,6344363,11,250,2016-5-17,2016-6-1,0.552153559,0.476859892,125,14.31490385,15.90144231,1,15
768,6344363,12,500,2016-5-17,2016-6-10,0.074136479,0.064026959,27.77777778,1.908653846,2.120192308,1,24
769,6344363,13,1000,2016-5-17,2016-6-28,0.173121521,0.149514041,55.55555556,4.453525641,4.947115385,1,42
770,6344363,14,1500,2016-5-17,2016-7-15,0.075862069,0.065517241,29.41176471,1.908653846,2.120192308,1,59
771,6344363,15,2000,2016-5-17,2016-8-1,0.336157585,0.290317914,117.6470588,8.53280543,9.478506787,1,76
772,6344363,16,2500,2016-5-17,2016-8-18,0.078152753,0.06749556,29.41176471,1.908653846,2.120192308,1,93
773,6344363,17,3000,2016-5-17,2016-9-4,0.493661105,0.426343681,176.4705882,12.35011312,13.7188914,1,110
774,6344363,18,5000,2016-5-17,2016-11-11,0.080586081,0.06959707,29.41176471,1.908653846,2.120192308,1,178
775,6344363,19,10000,2016-5-17,2017-2-4,0.249138585,0.215165142,117.6470588,8.083075963,7.466374434,1,263
776,6344363,20,15000,2016-5-17,2017-4-29,0.09371672,0.080937167,59.52380952,4.086130261,3.026442308,1,347
777,6344363,21,20000,2016-5-17,2017-8-5,0.399342183,0.344886431,204.0816327,14.1690919,11.87117224,1,445
778,6348498,1,1,2016-5-18,2016-5-19,0.073272273,0.0632806,1,0.405797101,0.816425121,1,1
779,6348498,2,5,2016-5-18,2016-5-21,0.073333333,0.063333333,2,0.405797101,0.816425121,1,3
780,6348498,3,10,2016-5-18,2016-5-23,0.183425229,0.158412698,5,1.014492754,2.041062802,1,5
781,6348498,4,15,2016-5-18,2016-5-25,0.073578595,0.063545151,2.5,0.405797101,0.816425121,1,7
782,6348498,5,20,2016-5-18,2016-5-27,0.330705667,0.28560944,10,1.826086957,3.673913043,1,9
783,6348498,6,50,2016-5-18,2016-6-4,0.073825503,0.063758389,3.75,0.405797101,0.816425121,1,17
784,6348498,7,75,2016-5-18,2016-6-11,0.253183662,0.218658617,10.71428571,1.391304348,2.799171843,1,24
785,6348498,8,100,2016-5-18,2016-6-18,0.074766355,0.064570943,3.571428571,0.405797101,0.816425121,1,31
786,6348498,9,125,2016-5-18,2016-6-25,0.403163692,0.348186825,17.85714286,2.202898551,4.432022084,1,38
787,6348498,10,200,2016-5-18,2016-7-15,0.07566638,0.065348237,3.75,0.405797101,0.816425121,1,58
788,6348498,11,250,2016-5-18,2016-7-28,0.410488334,0.354512652,19.23076923,2.216276477,4.458937198,1,71
789,6348498,12,500,2016-5-18,2016-10-1,0.077876106,0.067256637,3.846153846,0.405797101,0.816425121,1,136
790,6348498,13,1000,2016-5-18,2016-10-6,2.162288156,1.86743068,200,24.14365584,33.69279563,0,141
791,6348498,14,1500,2016-5-18,2016-10-11,0.083018868,0.071698113,100,13.10597468,11.48603235,0,146
792,6348498,15,2000,2016-5-18,2016-10-16,2.328719346,2.011166708,400,50.3556052,56.66486032,0,151
793,6348498,16,2500,2016-5-18,2016-10-21,0.083809524,0.072380952,100,13.10597468,11.48603235,0,156
794,6348498,17,3000,2016-5-18,2016-10-26,2.496739396,2.156274933,600,76.56755456,79.63692502,0,161
795,6348498,18,5000,2016-5-18,2016-11-13,0.084615385,0.073076923,111.1111111,13.10597468,11.48603235,0,179
796,6348498,19,10000,2016-5-18,2016-12-27,0.404441446,0.349290339,227.2727273,27.16836825,25.23451433,0,223
797,6348498,20,15000,2016-5-18,2017-2-9,0.08997955,0.077709611,113.6363636,13.10597468,11.48603235,0,267
798,6348498,21,20000,2016-5-18,2017-3-25,0.588639411,0.508370401,454.5454545,53.38031761,48.20657902,0,311
799,6361531,1,1,2016-5-20,2016-5-21,0.073394495,0.063386155,1,0,0,0,1
800,6361531,2,5,2016-5-20,2016-5-25,0.07345576,0.063439065,1,0,0,0,5
801,6361531,3,10,2016-5-20,2016-5-30,0.147145349,0.127080074,2,0,0,0,10
802,6361531,4,15,2016-5-20,2016-6-4,0.074011775,0.06391926,1,0,0,0,15
803,6361531,5,20,2016-5-20,2016-6-9,0.295481448,0.255188523,4,0,0,0,20
804,6361531,6,50,2016-5-20,2016-6-11,0.074639525,0.064461408,15,0.683923706,2.779291553,1,22
805,6361531,7,75,2016-5-20,2016-6-13,0.888109501,0.76700366,37.5,1.367847411,5.558583106,1,24
806,6361531,8,100,2016-5-20,2016-6-15,0.074893617,0.064680851,12.5,0.683923706,2.779291553,1,26
807,6361531,9,125,2016-5-20,2016-6-17,1.038024431,0.896475645,62.5,2.735694823,11.11716621,1,28
808,6361531,10,200,2016-5-20,2016-6-22,0.075149445,0.064901793,15,0.683923706,2.779291553,1,33
809,6361531,11,250,2016-5-20,2016-6-25,0.89273706,0.771000188,83.33333333,3.647593097,14.82288828,1,36
