Id,Version,CreationDate,LastAccessDate,Reputation,UpVotes,WebsiteUrl
7015400,7,2016-10-13,2018-12-2,19767,1085,https://petercoding.com
7015400,8,2016-10-13,2019-6-2,24650,1248,https://petercoding.com
7015400,9,2016-10-13,2019-8-31,26908,1255,
7031230,1,2016-10-17,2016-12-11,2307,661,
7031230,2,2016-10-17,2017-6-11,7462,1392,http://data-dev.blogspot.com/
7031230,3,2016-10-17,2017-8-26,8166,1516,http://data-dev.blogspot.com/
7031230,4,2016-10-17,2017-12-3,9701,1672,http://data-dev.blogspot.com/
7031230,5,2016-10-17,2018-6-3,14941,2325,http://data-dev.blogspot.com
7031230,6,2016-10-17,2018-9-1,15641,2660,http://data-dev.blogspot.com
7031230,7,2016-10-17,2018-12-1,16259,2714,http://data-dev.blogspot.com
7031230,8,2016-10-17,2019-6-2,26397,3880,http://data-dev.blogspot.com
7031230,9,2016-10-17,2019-8-31,28622,4146,http://data-dev.blogspot.com
7050130,1,2016-10-20,2016-12-9,847,11,NULL
7050130,2,2016-10-20,2017-6-9,5407,61,NULL
7050130,3,2016-10-20,2017-8-25,7620,83,NULL
7050130,4,2016-10-20,2017-12-1,9982,100,NULL
7050130,5,2016-10-20,2018-6-1,15060,145,NULL
7050130,6,2016-10-20,2018-9-2,17968,186,NULL
7050130,7,2016-10-20,2018-12-2,19351,201,NULL
7050130,8,2016-10-20,2019-6-1,22571,235,NULL
7050130,9,2016-10-20,2019-8-30,23778,240,NULL
7053190,1,2016-10-21,2016-12-9,39,3,NULL
7053190,2,2016-10-21,2017-6-2,299,7,
7053190,3,2016-10-21,2017-8-25,2207,9,
7053190,4,2016-10-21,2017-12-2,4250,41,
7053190,5,2016-10-21,2018-6-2,12677,889,
7053190,6,2016-10-21,2018-9-1,19784,1062,
7053190,7,2016-10-21,2018-12-1,23222,1159,
7053190,8,2016-10-21,2019-6-1,24883,1220,
7053190,9,2016-10-21,2019-8-31,25157,1223,
7106086,1,2016-11-2,2016-12-11,186,9,NULL
7106086,2,2016-11-2,2017-6-11,3787,363,http://bl.ocks.org/andrew-reid
7106086,3,2016-11-2,2017-8-26,5481,511,http://bl.ocks.org/andrew-reid
7106086,4,2016-11-2,2017-12-3,8366,758,http://bl.ocks.org/andrew-reid
7106086,5,2016-11-2,2018-6-2,13660,1242,http://bl.ocks.org/andrew-reid
7106086,6,2016-11-2,2018-9-2,16055,1436,http://bl.ocks.org/andrew-reid
7106086,7,2016-11-2,2018-12-2,16834,1473,http://bl.ocks.org/andrew-reid
7106086,8,2016-11-2,2019-6-2,19704,1658,http://bl.ocks.org/andrew-reid
7106086,9,2016-11-2,2019-9-1,21587,1739,http://bl.ocks.org/andrew-reid
7108653,1,2016-11-3,2016-12-11,146,0,https://tanaikech.github.io/
7108653,2,2016-11-3,2017-6-11,1703,3,
7108653,3,2016-11-3,2017-8-27,2758,5,
7108653,4,2016-11-3,2017-12-3,5893,28,
7108653,5,2016-11-3,2018-6-3,12608,113,
7108653,6,2016-11-3,2018-9-1,15761,197,
7108653,7,2016-11-3,2018-12-2,18831,281,
7108653,8,2016-11-3,2019-6-2,27559,499,https://tanaikech.github.io/
7108653,9,2016-11-3,2019-9-1,34144,679,https://tanaikech.github.io/
7128934,1,2016-11-7,2016-12-9,3,0,NULL
7128934,2,2016-11-7,2017-6-10,7237,1105,http://darshanbaral.com
7128934,3,2016-11-7,2017-8-27,11198,1417,http://darshanbaral.com
7128934,4,2016-11-7,2017-12-3,15442,1675,http://darshanbaral.com
7128934,5,2016-11-7,2018-6-1,17748,1769,http://darshanbaral.com
7128934,6,2016-11-7,2018-9-2,18048,1774,https://www.darshanbaral.com/
7128934,7,2016-11-7,2018-12-2,18408,1775,https://www.darshanbaral.com/
7128934,8,2016-11-7,2019-6-1,20715,1907,https://www.darshanbaral.com/
7128934,9,2016-11-7,2019-8-31,22695,1962,https://www.darshanbaral.com/
7132550,1,2016-11-8,2016-12-8,6,0,NULL
7132550,2,2016-11-8,2017-6-9,144,12,NULL
7132550,3,2016-11-8,2017-8-26,935,59,
7132550,4,2016-11-8,2017-12-2,2199,440,
7132550,5,2016-11-8,2018-6-2,6362,821,
7132550,6,2016-11-8,2018-9-1,10290,1217,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7132550,7,2016-11-8,2018-12-1,12970,1386,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7132550,8,2016-11-8,2019-6-1,17838,1780,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7132550,9,2016-11-8,2019-9-1,20172,1932,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7207392,1,2016-11-24,2016-11-26,1,0,NULL
7207392,2,2016-11-24,2017-5-12,7770,152,NULL
7207392,3,2016-11-24,2017-5-12,7795,152,NULL
7207392,4,2016-11-24,2017-12-3,10090,188,NULL
7207392,5,2016-11-24,2018-6-3,23212,470,NULL
7207392,6,2016-11-24,2018-8-25,25420,504,NULL
7207392,7,2016-11-24,2018-12-2,28915,566,NULL
7207392,8,2016-11-24,2019-6-2,32621,648,NULL
7207392,9,2016-11-24,2019-9-1,34958,700,NULL
7252182,1,2016-12-5,2016-12-10,642,6,
7252182,2,2016-12-5,2017-6-9,28882,286,
7252182,3,2016-12-5,2017-8-25,40307,379,
7252182,4,2016-12-5,2017-12-1,52639,483,
7252182,5,2016-12-5,2018-6-1,64637,576,
7252182,6,2016-12-5,2018-8-31,73387,662,
7252182,7,2016-12-5,2018-11-29,79940,725,
7252182,8,2016-12-5,2019-5-31,93283,860,
7252182,9,2016-12-5,2019-8-30,99835,936,
7294900,1,2016-12-14,2017-6-11,336,47,
7294900,2,2016-12-14,2017-8-25,3058,495,
7294900,3,2016-12-14,2017-12-3,6009,746,
7294900,4,2016-12-14,2018-6-3,11812,936,
7294900,5,2016-12-14,2018-9-2,14071,1067,
7294900,6,2016-12-14,2018-12-2,18787,1281,
7294900,7,2016-12-14,2019-6-2,26091,1521,
7294900,8,2016-12-14,2019-9-1,30496,1742,
7296893,1,2016-12-14,2017-6-10,509,5,http://evona.nl
7296893,2,2016-12-14,2017-8-26,2352,41,http://evona.nl
7296893,3,2016-12-14,2017-12-2,5983,128,http://evona.nl
7296893,4,2016-12-14,2018-6-2,12463,242,http://evona.nl
7296893,5,2016-12-14,2018-9-1,15157,317,
7296893,6,2016-12-14,2018-12-1,17851,363,
7296893,7,2016-12-14,2019-6-1,20581,406,
7296893,8,2016-12-14,2019-8-31,21841,417,
7297700,1,2016-12-14,2017-6-11,977,10,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2,2016-12-14,2017-8-27,3540,31,https://blogs.msdn.microsoft.com/dbrowne/
7297700,3,2016-12-14,2017-12-3,5313,56,https://blogs.msdn.microsoft.com/dbrowne/
7297700,4,2016-12-14,2018-6-3,7696,83,https://blogs.msdn.microsoft.com/dbrowne/
7297700,5,2016-12-14,2018-9-2,10659,122,https://blogs.msdn.microsoft.com/dbrowne/
7297700,6,2016-12-14,2018-12-2,13156,168,https://blogs.msdn.microsoft.com/dbrowne/
7297700,7,2016-12-14,2019-6-2,19314,284,https://blogs.msdn.microsoft.com/dbrowne/
7297700,8,2016-12-14,2019-9-1,22682,365,https://blogs.msdn.microsoft.com/dbrowne/
7311767,1,2016-12-18,2017-6-11,11165,1411,NULL
7311767,2,2016-12-18,2017-8-27,12109,1667,
7311767,3,2016-12-18,2017-12-3,13033,2000,
7311767,4,2016-12-18,2018-6-3,24178,2889,
7311767,5,2016-12-18,2018-9-2,26017,3333,
7311767,6,2016-12-18,2018-12-2,27425,3559,
7311767,7,2016-12-18,2019-6-2,31610,4013,
7311767,8,2016-12-18,2019-9-1,33036,4139,
7326738,1,2016-12-21,2017-6-10,1475,323,https://ajax12345.github.io/
7326738,2,2016-12-21,2017-8-27,4800,728,https://ajax12345.github.io/
7326738,3,2016-12-21,2017-12-3,13868,1408,https://ajax12345.github.io/
7326738,4,2016-12-21,2018-6-3,31240,2017,https://ajax12345.github.io/
7326738,5,2016-12-21,2018-9-2,35539,2176,https://ajax12345.github.io/
7326738,6,2016-12-21,2018-12-2,39035,2355,https://ajax12345.github.io/
7326738,7,2016-12-21,2019-6-2,44569,2621,https://ajax12345.github.io/
7326738,8,2016-12-21,2019-9-1,47261,2813,https://ajax12345.github.io/
7328782,1,2016-12-22,2017-6-9,465,96,http://www.crisluengo.net
7328782,2,2016-12-22,2017-8-24,512,126,http://www.crisluengo.net
7328782,3,2016-12-22,2017-12-3,1050,205,http://www.crisluengo.net
7328782,4,2016-12-22,2018-6-2,8590,1668,https://www.crisluengo.net
7328782,5,2016-12-22,2018-9-2,13195,2285,https://www.crisluengo.net
7328782,6,2016-12-22,2018-12-2,17259,2930,https://www.crisluengo.net
7328782,7,2016-12-22,2019-6-2,25368,4023,https://www.crisluengo.net
7328782,8,2016-12-22,2019-9-1,27917,4361,https://www.crisluengo.net
7429447,1,2017-1-17,2017-6-10,2185,76,
7429447,2,2017-1-17,2017-8-26,4438,222,
7429447,3,2017-1-17,2017-12-3,7593,467,
7429447,4,2017-1-17,2018-6-3,22248,1232,
7429447,5,2017-1-17,2018-9-1,29309,1633,
7429447,6,2017-1-17,2018-12-1,36367,2047,
7429447,7,2017-1-17,2019-6-2,50923,2935,
7429447,8,2017-1-17,2019-9-1,59220,3297,
7461381,1,2017-1-24,2017-6-10,2155,47,
7461381,2,2017-1-24,2017-8-26,2185,65,
7461381,3,2017-1-24,2017-12-3,3263,109,
7461381,4,2017-1-24,2018-6-2,11232,246,
7461381,5,2017-1-24,2018-9-2,16102,290,
7461381,6,2017-1-24,2018-12-1,23183,405,
7461381,7,2017-1-24,2019-6-2,32375,604,
7461381,8,2017-1-24,2019-8-31,35809,687,
7505395,1,2017-2-2,2017-6-9,1,0,https://www.xing.com/profile/Patrick_Artner
7505395,2,2017-2-2,2017-8-24,1,0,https://www.xing.com/profile/Patrick_Artner
7505395,3,2017-2-2,2017-12-2,1707,193,https://www.xing.com/profile/Patrick_Artner
7505395,4,2017-2-2,2018-6-2,11928,1521,https://www.xing.com/profile/Patrick_Artner
7505395,5,2017-2-2,2018-9-1,14128,1839,https://www.xing.com/profile/Patrick_Artner
7505395,6,2017-2-2,2018-12-1,18897,2425,https://www.xing.com/profile/Patrick_Artner
7505395,7,2017-2-2,2019-6-1,28096,3219,https://www.xing.com/profile/Patrick_Artner
7505395,8,2017-2-2,2019-8-31,29654,3409,https://www.xing.com/profile/Patrick_Artner
7510657,1,2017-2-3,2017-6-11,318,27,NULL
7510657,2,2017-2-3,2017-8-25,452,37,NULL
7510657,3,2017-2-3,2017-12-3,381,40,NULL
7510657,4,2017-2-3,2018-6-3,1911,139,
7510657,5,2017-2-3,2018-9-2,7320,542,
7510657,6,2017-2-3,2018-12-2,11860,890,
7510657,7,2017-2-3,2019-6-2,20913,1427,
7510657,8,2017-2-3,2019-9-1,23483,1542,https://mailchi.mp/2a4245e91b82/me
7579471,1,2017-2-17,2017-6-11,6504,373,
7579471,2,2017-2-17,2017-8-27,8913,406,
7579471,3,2017-2-17,2017-12-3,11101,412,
7579471,4,2017-2-17,2018-6-3,15462,436,
7579471,5,2017-2-17,2018-9-2,17252,438,
7579471,6,2017-2-17,2018-11-30,18910,438,
7579471,7,2017-2-17,2019-5-30,22502,439,
7579471,8,2017-2-17,2019-8-31,24093,439,
7666442,1,2017-3-6,2017-6-10,452,22,
7666442,2,2017-3-6,2017-8-26,4465,116,
7666442,3,2017-3-6,2017-12-2,1,304,
7666442,4,2017-3-6,2018-6-2,19113,1019,
7666442,5,2017-3-6,2018-9-2,24050,1277,
7666442,6,2017-3-6,2018-12-1,28571,1408,
7666442,7,2017-3-6,2019-6-1,35710,1755,
7666442,8,2017-3-6,2019-8-31,38731,1856,
7669809,1,2017-3-7,2017-6-11,1260,363,
7669809,2,2017-3-7,2017-8-27,5013,1060,
7669809,3,2017-3-7,2017-12-3,11206,1913,
7669809,4,2017-3-7,2018-6-3,20592,3162,
7669809,5,2017-3-7,2018-9-2,23376,3594,
7669809,6,2017-3-7,2018-12-2,25518,3886,
7669809,7,2017-3-7,2019-6-1,29326,4617,
7669809,8,2017-3-7,2019-9-1,30051,4770,
7860670,1,2017-4-13,2017-6-10,3470,23,http://vtt.to
7860670,2,2017-4-13,2017-8-26,6710,63,http://vtt.to
7860670,3,2017-4-13,2017-12-3,10812,119,http://vtt.to
7860670,4,2017-4-13,2018-6-2,17392,256,http://vtt.to
7860670,5,2017-4-13,2018-9-1,21115,338,http://vtt.to
7860670,6,2017-4-13,2018-12-1,23289,403,http://vtt.to
7860670,7,2017-4-13,2019-6-1,27200,567,https://vtt.to
7860670,8,2017-4-13,2019-8-31,28271,610,https://vtt.to
7964527,1,2017-5-4,2017-6-10,105,5,
7964527,2,2017-5-4,2017-8-27,4434,161,
7964527,3,2017-5-4,2017-12-3,21789,758,
7964527,4,2017-5-4,2018-6-3,59982,2078,https://stackoverflow.com/users/7964527/wen
7964527,5,2017-5-4,2018-9-2,77390,2514,https://stackoverflow.com/users/7964527/wen
7964527,6,2017-5-4,2018-12-2,95064,2988,https://stackoverflow.com/users/7964527/wen
7964527,7,2017-5-4,2019-6-2,137258,4201,https://stackoverflow.com/users/7964527/wen
7964527,8,2017-5-4,2019-9-1,156531,4644,https://stackoverflow.com/users/7964527/wen
7976758,1,2017-5-7,2017-6-10,717,174,http://phdru.name/
7976758,2,2017-5-7,2017-8-27,4747,622,http://phdru.name/
7976758,3,2017-5-7,2017-11-20,7310,912,http://phdru.name/
7976758,4,2017-5-7,2018-6-2,14415,1640,http://phdru.name/
7976758,5,2017-5-7,2018-9-2,17631,1853,http://phdru.name/
7976758,6,2017-5-7,2018-12-1,19773,1983,http://phdru.name/
7976758,7,2017-5-7,2019-6-1,26630,2573,http://phdru.name/
7976758,8,2017-5-7,2019-9-1,30453,2831,http://phdru.name/
7998591,1,2017-5-11,2017-6-9,11,0,NULL
7998591,2,2017-5-11,2017-8-27,656,14,https://www.quora.com/profile/Kaushik-j-Nayak
7998591,3,2017-5-11,2017-12-3,3853,44,https://www.quora.com/profile/Kaushik-j-Nayak
7998591,4,2017-5-11,2018-6-3,11021,784,https://www.quora.com/profile/Kaushik-j-Nayak
7998591,5,2017-5-11,2018-9-2,13183,993,https://www.quora.com/profile/Kaushik-j-Nayak
7998591,6,2017-5-11,2018-12-2,16543,1147,https://www.quora.com/profile/Kaushik-j-Nayak
7998591,7,2017-5-11,2019-6-2,23813,1372,https://www.quora.com/profile/Kaushik-j-Nayak
7998591,8,2017-5-11,2019-8-30,25957,1470,https://www.quora.com/profile/Kaushik-j-Nayak
8016720,1,2017-5-15,2017-5-18,36,0,NULL
8016720,2,2017-5-15,2017-12-3,3896,193,https://www.neoprime.io
8016720,3,2017-5-15,2018-6-2,6208,360,https://www.neoprime.io
8016720,4,2017-5-15,2018-9-2,8212,474,https://www.neoprime.io
8016720,5,2017-5-15,2018-12-2,11350,720,https://www.neoprime.io
8016720,6,2017-5-15,2019-6-2,18876,1206,https://www.jhanley.com
8016720,7,2017-5-15,2019-9-1,22657,1367,https://www.jhanley.com
8073652,1,2017-5-27,2017-6-9,36,4,https://blog.simon-wirtz.de
8073652,2,2017-5-27,2017-8-27,878,94,https://blog.simon-wirtz.de
8073652,3,2017-5-27,2017-12-2,5615,370,https://blog.simon-wirtz.de
8073652,4,2017-5-27,2018-6-3,17421,675,https://kotlinexpertise.com
8073652,5,2017-5-27,2018-9-2,20708,705,https://kotlinexpertise.com
8073652,6,2017-5-27,2018-12-2,24264,718,https://kotlinexpertise.com
8073652,7,2017-5-27,2019-6-1,32149,733,https://kotlinexpertise.com
8073652,8,2017-5-27,2019-9-1,35307,736,https://kotlinexpertise.com
8200937,1,2017-6-22,2017-8-26,2970,245,
8200937,2,2017-6-22,2017-12-2,10453,1010,
8200937,3,2017-6-22,2018-6-3,16688,1216,
8200937,4,2017-6-22,2018-9-1,18186,1270,
8200937,5,2017-6-22,2018-12-1,19896,1298,
8200937,6,2017-6-22,2019-6-1,23258,1362,
8200937,7,2017-6-22,2019-8-31,24843,1374,
8245406,1,2017-7-2,2017-8-26,2070,77,NULL
8245406,2,2017-7-2,2017-12-2,5470,494,NULL
8245406,3,2017-7-2,2018-6-2,8218,1417,NULL
8245406,4,2017-7-2,2018-9-1,11945,2366,NULL
8245406,5,2017-7-2,2018-12-1,14965,3059,NULL
8245406,6,2017-7-2,2019-6-1,19410,4176,NULL
8245406,7,2017-7-2,2019-8-31,23413,5112,NULL
8283848,1,2017-7-10,2017-8-25,49,15,
8283848,2,2017-7-10,2017-12-1,58,28,
8283848,3,2017-7-10,2018-6-1,3137,138,
8283848,4,2017-7-10,2018-9-2,8701,318,
8283848,5,2017-7-10,2018-12-2,12518,465,
8283848,6,2017-7-10,2019-6-2,19989,760,
8283848,7,2017-7-10,2019-9-1,22279,889,
8298909,1,2017-7-12,2017-8-26,3440,10,
8298909,2,2017-7-12,2017-12-2,7561,23,
8298909,3,2017-7-12,2018-6-2,13592,59,
8298909,4,2017-7-12,2018-9-2,15894,72,
8298909,5,2017-7-12,2018-12-2,21264,156,
8298909,6,2017-7-12,2019-6-2,26191,225,
8298909,7,2017-7-12,2019-8-31,28962,265,
8394265,1,2017-7-31,2017-8-27,111,2,NULL
8394265,2,2017-7-31,2017-12-3,1016,13,NULL
8394265,3,2017-7-31,2018-6-3,7680,66,
8394265,4,2017-7-31,2018-9-2,14581,112,
8394265,5,2017-7-31,2018-12-2,21571,146,
8394265,6,2017-7-31,2019-6-2,44169,192,
8394265,7,2017-7-31,2019-9-1,57396,211,
8620333,1,2017-9-16,2017-12-2,6544,351,http://www.temani-afif.com/
8620333,2,2017-9-16,2018-6-3,36057,1031,https://www.temani-afif.com/
8620333,3,2017-9-16,2018-9-2,49936,1388,https://www.temani-afif.com/so
8620333,4,2017-9-16,2018-12-2,61042,1664,https://www.temani-afif.com/so
8620333,5,2017-9-16,2019-6-2,89028,2438,https://temani-afif.com/so
8620333,6,2017-9-16,2019-9-1,101124,2756,https://temani-afif.com/so
8708364,1,2017-10-2,2017-12-1,53,2,
8708364,2,2017-10-2,2018-6-3,312,8,
8708364,3,2017-10-2,2018-9-2,3931,397,
8708364,4,2017-10-2,2018-11-30,10244,864,
8708364,5,2017-10-2,2019-6-2,20933,1756,
8708364,6,2017-10-2,2019-9-1,28518,2125,
9072753,1,2017-12-8,2018-6-3,1510,8,http://www.dyzio.pl
9072753,2,2017-12-8,2018-9-1,3619,42,http://www.dyzio.pl
9072753,3,2017-12-8,2018-12-2,7837,128,http://www.dyzio.pl
9072753,4,2017-12-8,2019-6-1,16152,571,http://www.dyzio.pl
9072753,5,2017-12-8,2019-9-1,20414,845,http://www.dyzio.pl
9097906,1,2017-12-14,2018-6-3,9598,455,
9097906,2,2017-12-14,2018-9-1,14615,984,
9097906,3,2017-12-14,2018-12-2,18587,1457,
9097906,4,2017-12-14,2019-6-2,28791,2083,
9097906,5,2017-12-14,2019-9-1,32963,2322,
9209546,1,2018-1-12,2018-6-3,37271,3136,
9209546,2,2018-1-12,2018-9-2,61556,4964,
9209546,3,2018-1-12,2018-12-1,85581,6644,
9209546,4,2018-1-12,2019-6-1,104279,7755,
9209546,5,2018-1-12,2019-8-31,106922,7841,
9473764,1,2018-3-11,2018-6-2,5444,49,
9473764,2,2018-3-11,2018-9-2,10025,96,
9473764,3,2018-3-11,2018-12-2,20586,241,
9473764,4,2018-3-11,2019-6-2,48221,599,
9473764,5,2018-3-11,2019-9-1,51805,658,
9515207,1,2018-3-19,2018-6-3,21915,846,
9515207,2,2018-3-19,2018-9-2,46066,1501,
9515207,3,2018-3-19,2018-12-2,68452,1902,
9515207,4,2018-3-19,2019-6-2,109998,2483,
9515207,5,2018-3-19,2019-9-1,128217,2677,
9593596,1,2018-4-3,2018-4-4,1,0,
9593596,2,2018-4-3,2018-9-1,5546,727,
9593596,3,2018-4-3,2018-12-1,9851,1130,
9593596,4,2018-4-3,2019-6-1,18168,1520,
9593596,5,2018-4-3,2019-8-31,25306,1690,
9624435,1,2018-4-10,2018-5-24,13,0,NULL
9624435,2,2018-4-10,2018-7-8,13,0,NULL
9624435,3,2018-4-10,2018-12-2,219,5,
9624435,4,2018-4-10,2019-6-2,14845,386,
9624435,5,2018-4-10,2019-9-1,22836,651,
9661424,1,2018-4-17,2018-6-3,2836,484,
9661424,2,2018-4-17,2018-9-2,8603,1733,
9661424,3,2018-4-17,2018-11-28,10879,2050,
9661424,4,2018-4-17,2019-6-2,20051,3330,
9661424,5,2018-4-17,2019-8-30,22022,3659,
9698684,1,2018-4-25,2018-6-1,59,7,NULL
9698684,2,2018-4-25,2018-8-31,84,13,NULL
9698684,3,2018-4-25,2018-12-1,1438,95,
9698684,4,2018-4-25,2019-6-1,23056,1551,
9698684,5,2018-4-25,2019-8-31,31261,1920,
9819146,1,2018-5-20,2018-5-20,1,0,NULL
9819146,2,2018-5-20,2018-8-29,1,0,NULL
9819146,3,2018-5-20,2018-11-7,1,0,NULL
9819146,4,2018-5-20,2019-6-2,20269,1188,NULL
9819146,5,2018-5-20,2019-9-1,23622,1326,NULL
9840637,1,2018-5-24,2018-6-1,1,0,
9840637,2,2018-5-24,2018-9-2,116,48,
9840637,3,2018-5-24,2018-12-2,589,159,
9840637,4,2018-5-24,2019-6-2,15406,1837,https://www.linkedin.com/in/ankan-mukherjee-0378a1b0/
9840637,5,2018-5-24,2019-9-1,23996,2905,https://www.linkedin.com/in/ankan-mukherjee-0378a1b0/
9867451,1,2018-5-30,2018-5-30,1,0,NULL
9867451,2,2016-7-27,2018-9-2,19478,2448,NULL
9867451,3,2016-7-27,2018-12-2,21124,2858,
9867451,4,2016-7-27,2019-5-29,22557,3218,
9867451,5,2016-7-27,2019-8-27,22894,3247,
10008173,1,2018-6-28,2018-9-2,3680,130,
10008173,2,2018-6-28,2018-12-2,8428,212,
10008173,3,2018-6-28,2019-6-2,18611,306,
10008173,4,2018-6-28,2019-9-1,23754,344,
10035985,1,2018-7-5,2018-8-31,7154,140,
10035985,2,2018-7-5,2018-12-1,7279,141,
10035985,3,2018-7-5,2019-6-1,7598,147,
10035985,4,2018-7-5,2019-8-31,20347,344,
10190237,1,2018-8-7,2018-9-2,1639,17,
10190237,2,2018-8-7,2018-12-2,8743,122,
10190237,3,2018-8-7,2019-6-2,21709,444,
10190237,4,2018-8-7,2019-9-1,22147,454,
10221765,1,2018-8-13,2018-9-2,1031,549,http://cgs-jack-bashford.github.io
10221765,2,2018-8-13,2018-12-2,3421,1401,https://jackbashford.com
10221765,3,2018-8-13,2019-6-2,23887,4162,
10221765,4,2018-8-13,2019-9-1,33597,5100,
10498828,1,2018-10-13,2018-12-1,4997,22,NULL
10498828,2,2018-10-13,2019-6-1,27441,194,NULL
10498828,3,2018-10-13,2019-8-31,42199,329,NULL
10676716,1,2018-11-19,2018-12-2,564,14,NULL
10676716,2,2018-11-19,2019-6-1,22187,1017,
10676716,3,2018-11-19,2019-9-1,22360,1018,
