Id,CreationDate,LastAccessDate,DownVotes,UpVotes,Reputation,Views,WebsiteUrl
6419007,2016-6-3,2018-9-1,221,3237,37926,2449,http://ericduminil.com
6419007,2016-6-3,2018-12-1,227,3440,38962,2555,http://ericduminil.com
6419007,2016-6-3,2019-6-1,237,3912,42105,2872,http://ericduminil.com
6419007,2016-6-3,2019-9-1,244,4186,43556,3018,http://ericduminil.com
6428638,2016-6-6,2016-12-8,9,38,590,56,NULL
6428638,2016-6-6,2017-6-11,22,1377,7622,1243,https://sachilaranawaka.wixsite.com/sachilaranawaka
6428638,2016-6-6,2017-8-26,22,1412,9631,1559,https://sachilaranawaka.wixsite.com/sachilaranawaka
6428638,2016-6-6,2017-12-3,22,1448,10790,1986,https://sachilaranawaka.wixsite.com/sachilaranawaka
6428638,2016-6-6,2018-6-3,22,1467,13096,2478,https://sachilaranawaka.wixsite.com/sachilaranawaka
6428638,2016-6-6,2018-9-2,22,1495,15980,2905,https://sachilaranawaka.wixsite.com/sachilaranawaka
6428638,2016-6-6,2018-12-1,23,1504,17739,3160,https://sachilaranawaka.wixsite.com/sachilaranawaka
6428638,2016-6-6,2019-6-1,23,1524,20984,3632,https://sachilaranawaka.wixsite.com/sachilaranawaka
6428638,2016-6-6,2019-8-31,23,1526,21846,3740,https://sachilaranawaka.wixsite.com/sachilaranawaka
6433023,2016-6-7,2016-12-11,423,117,17248,2110,
6433023,2016-6-7,2017-6-10,1019,235,38071,4549,
6433023,2016-6-7,2017-8-26,1088,241,42097,4991,
6433023,2016-6-7,2017-12-2,1090,242,45759,5254,
6433023,2016-6-7,2018-6-2,1102,247,49928,5587,
6433023,2016-6-7,2018-9-2,1171,250,52294,5831,
6433023,2016-6-7,2018-12-1,1171,250,54280,5949,
6433023,2016-6-7,2019-6-1,1171,250,57517,6175,
6433023,2016-6-7,2019-8-31,1171,250,58864,6256,
6451573,2016-6-10,2016-12-10,1598,1069,22345,2051,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2017-6-10,3185,2953,47982,5175,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2017-8-26,3665,3668,55036,6076,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2017-12-2,4558,4777,67070,7737,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2018-6-2,6788,6583,84761,15157,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2018-9-1,7562,7201,90388,16462,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2018-12-1,8611,7902,98356,18283,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2019-6-1,12018,8842,108182,32845,http://jotd.pagesperso-orange.fr/
6451573,2016-6-10,2019-8-31,13487,9068,111176,35508,
6464308,2016-6-14,2016-12-10,34,255,6921,448,
6464308,2016-6-14,2017-6-9,51,511,14688,1107,
6464308,2016-6-14,2017-8-25,56,582,17640,1403,
6464308,2016-6-14,2017-12-1,64,678,20695,1744,
6464308,2016-6-14,2018-6-1,150,1208,30971,3212,
6464308,2016-6-14,2018-9-1,172,1478,35951,4016,
6464308,2016-6-14,2018-12-1,181,1710,42361,5026,
6464308,2016-6-14,2019-5-30,200,2159,56307,7250,
6464308,2016-6-14,2019-8-30,227,2371,64068,8477,
6530970,2016-6-30,2016-12-6,23,4,451,28,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2017-6-9,23,4,479,48,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2017-8-25,23,5,504,53,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2017-12-3,400,124,2125,222,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2018-6-3,2808,372,13007,1268,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2018-9-2,3790,587,21220,1946,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2018-12-1,4449,681,25003,2342,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2019-6-2,5820,882,32619,3042,https://researchers.anu.edu.au/researchers/evers-m
6530970,2016-6-30,2019-9-1,6246,924,33881,3200,https://researchers.anu.edu.au/researchers/evers-m
6535336,2016-6-30,2016-12-11,61,191,4345,155,
6535336,2016-6-30,2017-6-11,429,729,13285,852,
6535336,2016-6-30,2017-8-27,688,914,16135,1340,
6535336,2016-6-30,2017-12-3,1066,1143,19702,2024,
6535336,2016-6-30,2018-1-28,1271,1272,22166,2573,
6535336,2016-6-30,2018-1-28,1271,1272,22342,2698,
6535336,2016-6-30,2018-1-28,1271,1272,22432,2793,
6535336,2016-6-30,2018-1-28,1271,1272,22598,2997,
6535336,2016-6-30,2018-1-28,1271,1272,22733,3086,
6541007,2016-7-2,2016-12-11,10,46,12132,454,
6541007,2016-7-2,2017-5-22,15,59,19260,745,
6541007,2016-7-2,2017-8-26,23,77,22339,923,
6541007,2016-7-2,2017-12-3,24,79,24787,998,
6541007,2016-7-2,2018-6-3,33,91,28555,1145,
6541007,2016-7-2,2018-9-2,49,105,30791,1303,
6541007,2016-7-2,2018-12-1,78,126,33473,1445,
6541007,2016-7-2,2019-6-2,107,146,36878,1665,
6541007,2016-7-2,2019-9-1,107,146,37982,1706,
6583140,2016-7-13,2016-12-10,7,623,2358,211,
6583140,2016-7-13,2017-6-10,56,2226,11442,1419,http://stackoverflow.com/users/6583140/alexandru-ionut-mihai
6583140,2016-7-13,2017-8-26,67,2405,12891,1668,http://stackoverflow.com/users/6583140/alexandru-ionut-mihai
6583140,2016-7-13,2017-12-2,115,2787,18286,2654,http://stackoverflow.com/users/6583140/alexandru-ionut-mihai
6583140,2016-7-13,2018-6-2,193,3599,25383,3836,https://www.linkedin.com/in/alexandru-ionut-mihai-298862102/
6583140,2016-7-13,2018-9-1,202,3800,27380,4107,https://www.linkedin.com/in/alexandru-ionut-mihai-298862102/
6583140,2016-7-13,2018-12-1,208,3939,28987,4270,https://www.linkedin.com/in/alexandru-ionut-mihai-298862102/
6583140,2016-7-13,2019-6-1,212,4028,31217,4623,https://www.linkedin.com/in/alexandru-ionut-mihai-298862102/
6583140,2016-7-13,2019-9-1,212,4051,31914,4733,https://www.linkedin.com/in/alexandru-ionut-mihai-298862102/
6587650,2016-7-14,2016-12-9,0,0,2144,197,
6587650,2016-7-14,2017-6-9,0,0,7599,610,
6587650,2016-7-14,2017-8-25,0,0,10189,827,
6587650,2016-7-14,2017-12-1,0,0,13743,1124,
6587650,2016-7-14,2018-6-1,0,1,21154,1816,
6587650,2016-7-14,2018-9-1,0,1,23118,2025,
6587650,2016-7-14,2018-11-27,0,1,24277,2199,
6587650,2016-7-14,2019-5-31,0,1,26280,2476,
6587650,2016-7-14,2019-8-30,0,1,27620,2650,
6622587,2016-7-21,2016-12-11,45,2,981,30,
6622587,2016-7-21,2017-6-11,2773,20,10592,1268,
6622587,2016-7-21,2017-8-27,4035,28,15771,2223,https://eyllanesc.github.io
6622587,2016-7-21,2017-12-3,5316,46,23363,3585,https://eyllanesc.github.io
6622587,2016-7-21,2018-6-3,9726,106,44692,7774,https://eyllanesc.github.io
6622587,2016-7-21,2018-9-2,12125,275,55946,11008,https://eyllanesc.github.io
6622587,2016-7-21,2018-12-2,14196,678,69726,14843,https://eyllanesc.github.io
6622587,2016-7-21,2019-6-2,17771,1764,94233,22194,
6622587,2016-7-21,2019-9-1,19647,2312,106714,25319,
6671176,2016-8-3,2016-12-1,0,0,13,1,
6671176,2016-8-3,2017-6-10,0,2,48,1,
6671176,2016-8-3,2017-8-26,0,2,48,1,
6671176,2016-8-3,2017-12-2,0,2,48,2,
6671176,2016-8-3,2018-6-3,78,807,8144,523,
6671176,2016-8-3,2018-9-1,180,1401,16809,941,
6671176,2016-8-3,2018-12-2,278,1955,28041,1566,
6671176,2016-8-3,2019-6-1,285,2070,31320,1787,
6671176,2016-8-3,2019-9-1,285,2082,32295,1831,
6677986,2016-8-4,2016-12-11,21,513,4931,231,
6677986,2016-8-4,2017-6-11,21,793,11032,533,
6677986,2016-8-4,2017-8-26,23,832,13178,645,
6677986,2016-8-4,2017-12-3,23,873,15854,763,
6677986,2016-8-4,2018-6-2,23,882,19703,904,http://www.cramick-it.com
6677986,2016-8-4,2018-9-1,23,896,21534,972,http://www.cramick-it.com
6677986,2016-8-4,2018-12-2,23,899,23454,1054,http://www.cramick-it.com
6677986,2016-8-4,2019-6-1,25,919,27848,1224,http://www.cramick-it.com
6677986,2016-8-4,2019-8-31,25,923,29818,1286,https://www.cramick-it.com
6680611,2016-8-5,2016-12-11,578,1174,6210,340,http://cartant.com
6680611,2016-8-5,2017-6-11,1448,2571,17049,873,http://cartant.com
6680611,2016-8-5,2017-8-27,1634,3026,20738,1081,http://cartant.com
6680611,2016-8-5,2017-12-3,1690,3325,23505,1287,http://cartant.com
6680611,2016-8-5,2018-6-3,1759,3952,29892,1697,http://cartant.com
6680611,2016-8-5,2018-9-2,1778,4245,32898,1967,http://cartant.com
6680611,2016-8-5,2018-12-2,1788,4432,35308,2142,http://cartant.com
6680611,2016-8-5,2019-6-2,1800,4631,39107,2446,http://cartant.com
6680611,2016-8-5,2019-9-1,1805,4721,40705,2565,http://cartant.com
6695924,2016-8-9,2016-12-6,190,58,574,175,
6695924,2016-8-9,2017-6-10,933,590,13261,1507,
6695924,2016-8-9,2017-8-27,1149,704,15970,1742,
6695924,2016-8-9,2017-12-3,1212,744,17141,1929,
6695924,2016-8-9,2018-4-13,1219,752,17746,2207,
6695924,2016-8-9,2018-8-17,1219,752,18138,2681,
6695924,2016-8-9,2018-12-2,1222,762,18837,3309,
6695924,2016-8-9,2019-5-30,1274,813,20951,4188,
6695924,2016-8-9,2019-8-28,1274,813,21459,4477,
6779307,2016-8-31,2016-12-10,92,597,5298,311,
6779307,2016-8-31,2017-6-10,194,934,8068,586,
6779307,2016-8-31,2017-8-27,197,948,8473,634,
6779307,2016-8-31,2017-12-3,398,1188,10245,894,
6779307,2016-8-31,2018-6-3,718,1665,15518,1676,
6779307,2016-8-31,2018-9-1,892,2059,21656,2446,
6779307,2016-8-31,2018-12-2,1081,2376,26077,3127,
6779307,2016-8-31,2019-6-2,1209,2651,33013,4100,
6779307,2016-8-31,2019-9-1,1238,2689,34909,4401,
6808583,2016-9-8,2016-12-10,0,16,214,12,NULL
6808583,2016-9-8,2017-6-10,4,37,572,32,NULL
6808583,2016-9-8,2017-8-15,5,40,632,48,NULL
6808583,2016-9-8,2017-12-2,5,45,742,53,NULL
6808583,2016-9-8,2018-6-2,6,49,921,69,NULL
6808583,2016-9-8,2018-9-2,7,33,4507,715,
6808583,2016-9-8,2018-12-2,10,46,10809,1591,
6808583,2016-9-8,2019-6-1,204,285,20686,2821,https://data.stackexchange.com/stackoverflow/query/edit/880245
6808583,2016-9-8,2019-9-1,381,354,23557,3200,https://data.stackexchange.com/stackoverflow/query/edit/880245
6811411,2016-9-8,2016-12-11,10,91,947,35,
6811411,2016-9-8,2017-6-11,214,702,4673,331,
6811411,2016-9-8,2017-8-26,418,1069,7572,586,
6811411,2016-9-8,2017-11-27,465,1146,8317,667,
6811411,2016-9-8,2018-6-2,626,1406,10331,858,
6811411,2016-9-8,2018-9-1,895,1867,13923,1125,
6811411,2016-9-8,2018-12-1,1077,2108,16153,1308,
6811411,2016-9-8,2019-6-2,1508,2702,22128,1862,
6811411,2016-9-8,2019-8-31,1675,2836,23799,2039,
6862601,2016-9-22,2016-12-5,0,4,91,0,
6862601,2016-9-22,2017-6-11,50,1827,8086,870,
6862601,2016-9-22,2017-8-27,52,2098,8931,1129,
6862601,2016-9-22,2017-12-3,62,2622,10391,1640,
6862601,2016-9-22,2018-6-3,88,3652,14283,2795,
6862601,2016-9-22,2018-9-2,107,3993,15637,3465,
6862601,2016-9-22,2018-12-2,111,4369,17145,4168,
6862601,2016-9-22,2019-6-2,114,4722,19362,5611,
6862601,2016-9-22,2019-9-1,116,4927,20384,6688,
6890912,2016-9-28,2016-10-24,0,3,61,2,NULL
6890912,2016-9-28,2017-6-8,0,6,61,3,NULL
6890912,2016-9-28,2017-7-14,0,6,71,4,NULL
6890912,2016-9-28,2018-6-1,0,15,71,4,NULL
6890912,2016-9-28,2018-9-2,445,337,12219,735,
6890912,2016-9-28,2018-12-2,970,910,27403,1687,
6890912,2016-9-28,2019-5-31,2096,1478,46918,2638,
6890912,2016-9-28,2019-9-1,2431,1541,49190,2784,
6891563,2016-9-28,2016-11-13,0,0,1,0,
6891563,2016-9-28,2017-6-10,0,2,31,3,
6891563,2016-9-28,2017-8-25,0,8,31,3,
6891563,2016-9-28,2017-12-2,3,66,1,68,
6891563,2016-9-28,2018-6-3,35,270,2609,421,
6891563,2016-9-28,2018-9-2,60,362,6023,899,
6891563,2016-9-28,2018-12-1,70,438,10512,1411,
6891563,2016-9-28,2019-6-1,70,461,18871,1922,
6891563,2016-9-28,2019-9-1,70,464,23347,2123,
6910411,2016-10-2,2016-12-11,0,0,4346,1229,
6910411,2016-10-2,2017-6-10,0,0,14712,4797,
6910411,2016-10-2,2017-8-26,31,17,16504,5454,
6910411,2016-10-2,2017-12-1,226,132,20432,6960,
6910411,2016-10-2,2018-6-2,1766,386,26006,10351,
6910411,2016-10-2,2018-9-1,1827,418,29002,12277,
6910411,2016-10-2,2018-12-2,2690,697,32099,14329,
6910411,2016-10-2,2019-3-1,3062,754,36892,18126,
6910411,2016-10-2,2019-3-1,3062,754,38971,19293,
6914864,2016-10-3,2016-11-25,0,15,81,4,NULL
6914864,2016-10-3,2017-6-9,7,41,398,19,
6914864,2016-10-3,2017-8-11,7,44,396,19,
6914864,2016-10-3,2017-11-28,7,45,396,21,
6914864,2016-10-3,2018-5-31,7,49,396,21,
6914864,2016-10-3,2018-9-2,11,57,1612,77,
6914864,2016-10-3,2018-12-2,34,301,9478,483,
6914864,2016-10-3,2019-6-1,120,858,21811,1339,
6914864,2016-10-3,2019-9-1,151,940,24602,1673,
6936103,2016-10-7,2016-12-10,0,0,471,27,
6936103,2016-10-7,2017-6-11,0,0,4757,354,
6936103,2016-10-7,2017-8-27,0,0,7343,546,
6936103,2016-10-7,2017-12-3,0,0,10464,810,
6936103,2016-10-7,2018-6-1,0,0,16939,1259,
6936103,2016-10-7,2018-9-2,0,0,20655,1566,
6936103,2016-10-7,2018-11-30,0,0,22159,1757,
6936103,2016-10-7,2019-5-3,0,0,25315,2061,
6936103,2016-10-7,2019-8-29,0,0,26459,2165,
7015400,2016-10-13,2016-12-8,0,0,1,1,NULL
7015400,2016-10-13,2017-3-15,0,0,18,7,NULL
7015400,2016-10-13,2017-8-26,151,507,834,202,
7015400,2016-10-13,2017-12-3,275,564,2457,378,
7015400,2016-10-13,2018-6-1,1457,1024,14073,1947,
7015400,2016-10-13,2018-9-1,1791,1070,17727,2398,
7015400,2016-10-13,2018-12-2,1886,1085,19767,2762,https://petercoding.com
7015400,2016-10-13,2019-6-2,2213,1248,24650,4058,https://petercoding.com
7015400,2016-10-13,2019-8-31,2399,1255,26908,4358,
7031230,2016-10-17,2016-12-11,36,661,2307,137,
7031230,2016-10-17,2017-6-11,253,1392,7462,602,http://data-dev.blogspot.com/
7031230,2016-10-17,2017-8-26,263,1516,8166,755,http://data-dev.blogspot.com/
7031230,2016-10-17,2017-12-3,271,1672,9701,884,http://data-dev.blogspot.com/
7031230,2016-10-17,2018-6-3,306,2325,14941,1267,http://data-dev.blogspot.com
7031230,2016-10-17,2018-9-1,309,2660,15641,1345,http://data-dev.blogspot.com
7031230,2016-10-17,2018-12-1,309,2714,16259,1425,http://data-dev.blogspot.com
7031230,2016-10-17,2019-6-2,357,3880,26397,2057,http://data-dev.blogspot.com
7031230,2016-10-17,2019-8-31,380,4146,28622,2274,http://data-dev.blogspot.com
7050130,2016-10-20,2016-12-9,5,11,847,12,NULL
7050130,2016-10-20,2017-6-9,82,61,5407,207,NULL
7050130,2016-10-20,2017-8-25,129,83,7620,284,NULL
7050130,2016-10-20,2017-12-1,169,100,9982,363,NULL
7050130,2016-10-20,2018-6-1,272,145,15060,544,NULL
7050130,2016-10-20,2018-9-2,356,186,17968,730,NULL
7050130,2016-10-20,2018-12-2,393,201,19351,810,NULL
7050130,2016-10-20,2019-6-1,483,235,22571,969,NULL
7050130,2016-10-20,2019-8-30,502,240,23778,1030,NULL
7053190,2016-10-21,2016-12-9,0,3,39,7,NULL
7053190,2016-10-21,2017-6-2,15,7,299,28,
7053190,2016-10-21,2017-8-25,32,9,2207,191,
7053190,2016-10-21,2017-12-2,112,41,4250,291,
7053190,2016-10-21,2018-6-2,698,889,12677,992,
7053190,2016-10-21,2018-9-1,1108,1062,19784,1754,
7053190,2016-10-21,2018-12-1,1339,1159,23222,2226,
7053190,2016-10-21,2019-6-1,1390,1220,24883,2494,
7053190,2016-10-21,2019-8-31,1391,1223,25157,2564,
7106086,2016-11-2,2016-12-11,0,9,186,2,NULL
7106086,2016-11-2,2017-6-11,28,363,3787,163,http://bl.ocks.org/andrew-reid
7106086,2016-11-2,2017-8-26,100,511,5481,245,http://bl.ocks.org/andrew-reid
7106086,2016-11-2,2017-12-3,145,758,8366,403,http://bl.ocks.org/andrew-reid
7106086,2016-11-2,2018-6-2,270,1242,13660,702,http://bl.ocks.org/andrew-reid
7106086,2016-11-2,2018-9-2,315,1436,16055,882,http://bl.ocks.org/andrew-reid
7106086,2016-11-2,2018-12-2,328,1473,16834,1003,http://bl.ocks.org/andrew-reid
7106086,2016-11-2,2019-6-2,346,1658,19704,1280,http://bl.ocks.org/andrew-reid
7106086,2016-11-2,2019-9-1,366,1739,21587,1417,http://bl.ocks.org/andrew-reid
7108653,2016-11-3,2016-12-11,0,0,146,6,https://tanaikech.github.io/
7108653,2016-11-3,2017-6-11,0,3,1703,88,
7108653,2016-11-3,2017-8-27,0,5,2758,226,
7108653,2016-11-3,2017-12-3,0,28,5893,1325,
7108653,2016-11-3,2018-6-3,0,113,12608,3760,
7108653,2016-11-3,2018-9-1,0,197,15761,5062,
7108653,2016-11-3,2018-12-2,0,281,18831,6270,
7108653,2016-11-3,2019-6-2,0,499,27559,8866,https://tanaikech.github.io/
7108653,2016-11-3,2019-9-1,0,679,34144,10183,https://tanaikech.github.io/
7128934,2016-11-7,2016-12-9,0,0,3,2,NULL
7128934,2016-11-7,2017-6-10,250,1105,7237,585,http://darshanbaral.com
7128934,2016-11-7,2017-8-27,277,1417,11198,802,http://darshanbaral.com
7128934,2016-11-7,2017-12-3,340,1675,15442,1042,http://darshanbaral.com
7128934,2016-11-7,2018-6-1,369,1769,17748,1202,http://darshanbaral.com
7128934,2016-11-7,2018-9-2,371,1774,18048,1231,https://www.darshanbaral.com/
7128934,2016-11-7,2018-12-2,371,1775,18408,1256,https://www.darshanbaral.com/
7128934,2016-11-7,2019-6-1,383,1907,20715,1519,https://www.darshanbaral.com/
7128934,2016-11-7,2019-8-31,395,1962,22695,2005,https://www.darshanbaral.com/
7132550,2016-11-8,2016-12-8,0,0,6,2,NULL
7132550,2016-11-8,2017-6-9,0,12,144,20,NULL
7132550,2016-11-8,2017-8-26,44,59,935,86,
7132550,2016-11-8,2017-12-2,490,440,2199,181,
7132550,2016-11-8,2018-6-2,634,821,6362,744,
7132550,2016-11-8,2018-9-1,641,1217,10290,1236,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7132550,2016-11-8,2018-12-1,641,1386,12970,1439,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7132550,2016-11-8,2019-6-1,641,1780,17838,1886,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7132550,2016-11-8,2019-9-1,641,1932,20172,2067,https://www.linkedin.com/in/micha%C5%82-turczyn-6851a2117/
7207392,2016-11-24,2016-11-26,0,0,1,0,NULL
7207392,2016-11-24,2017-5-12,1,152,7770,1382,NULL
7207392,2016-11-24,2017-5-12,1,152,7795,1409,NULL
7207392,2016-11-24,2017-12-3,1,188,10090,1974,NULL
7207392,2016-11-24,2018-6-3,1,470,23212,4015,NULL
7207392,2016-11-24,2018-8-25,1,504,25420,4492,NULL
7207392,2016-11-24,2018-12-2,1,566,28915,5080,NULL
7207392,2016-11-24,2019-6-2,1,648,32621,6339,NULL
7207392,2016-11-24,2019-9-1,1,700,34958,6825,NULL
7252182,2016-12-5,2016-12-10,1,6,642,7,
7252182,2016-12-5,2017-6-9,237,286,28882,1241,
7252182,2016-12-5,2017-8-25,360,379,40307,1754,
7252182,2016-12-5,2017-12-1,473,483,52639,2252,
7252182,2016-12-5,2018-6-1,552,576,64637,2712,
7252182,2016-12-5,2018-8-31,636,662,73387,3076,
7252182,2016-12-5,2018-11-29,719,725,79940,3325,
7252182,2016-12-5,2019-5-31,860,860,93283,3882,
7252182,2016-12-5,2019-8-30,925,936,99835,4129,
7294900,2016-12-14,2017-6-11,14,47,336,24,
7294900,2016-12-14,2017-8-25,280,495,3058,582,
7294900,2016-12-14,2017-12-3,396,746,6009,1107,
7294900,2016-12-14,2018-6-3,534,936,11812,1964,
7294900,2016-12-14,2018-9-2,602,1067,14071,2406,
7294900,2016-12-14,2018-12-2,684,1281,18787,3100,
7294900,2016-12-14,2019-6-2,975,1521,26091,4423,
7294900,2016-12-14,2019-9-1,1030,1742,30496,4999,
7296893,2016-12-14,2017-6-10,3,5,509,16,http://evona.nl
7296893,2016-12-14,2017-8-26,30,41,2352,123,http://evona.nl
7296893,2016-12-14,2017-12-2,187,128,5983,489,http://evona.nl
7296893,2016-12-14,2018-6-2,377,242,12463,1093,http://evona.nl
7296893,2016-12-14,2018-9-1,460,317,15157,1388,
7296893,2016-12-14,2018-12-1,534,363,17851,1715,
7296893,2016-12-14,2019-6-1,607,406,20581,2216,
7296893,2016-12-14,2019-8-31,639,417,21841,2378,
7297700,2016-12-14,2017-6-11,2,10,977,93,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2016-12-14,2017-8-27,16,31,3540,413,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2016-12-14,2017-12-3,27,56,5313,652,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2016-12-14,2018-6-3,41,83,7696,975,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2016-12-14,2018-9-2,46,122,10659,1354,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2016-12-14,2018-12-2,53,168,13156,1714,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2016-12-14,2019-6-2,64,284,19314,2481,https://blogs.msdn.microsoft.com/dbrowne/
7297700,2016-12-14,2019-9-1,75,365,22682,2915,https://blogs.msdn.microsoft.com/dbrowne/
7311767,2016-12-18,2017-6-11,244,1411,11165,1278,NULL
7311767,2016-12-18,2017-8-27,466,1667,12109,1532,
7311767,2016-12-18,2017-12-3,802,2000,13033,2373,
7311767,2016-12-18,2018-6-3,2087,2889,24178,8494,
7311767,2016-12-18,2018-9-2,2512,3333,26017,9275,
7311767,2016-12-18,2018-12-2,3032,3559,27425,10374,
7311767,2016-12-18,2019-6-2,3642,4013,31610,11865,
7311767,2016-12-18,2019-9-1,3784,4139,33036,12453,
7326738,2016-12-21,2017-6-10,19,323,1475,83,https://ajax12345.github.io/
7326738,2016-12-21,2017-8-27,41,728,4800,203,https://ajax12345.github.io/
7326738,2016-12-21,2017-12-3,125,1408,13868,798,https://ajax12345.github.io/
7326738,2016-12-21,2018-6-3,225,2017,31240,2131,https://ajax12345.github.io/
7326738,2016-12-21,2018-9-2,275,2176,35539,2650,https://ajax12345.github.io/
7326738,2016-12-21,2018-12-2,311,2355,39035,2930,https://ajax12345.github.io/
7326738,2016-12-21,2019-6-2,352,2621,44569,3396,https://ajax12345.github.io/
7326738,2016-12-21,2019-9-1,357,2813,47261,3594,https://ajax12345.github.io/
7328782,2016-12-22,2017-6-9,1,96,465,38,http://www.crisluengo.net
7328782,2016-12-22,2017-8-24,1,126,512,44,http://www.crisluengo.net
7328782,2016-12-22,2017-12-3,4,205,1050,87,http://www.crisluengo.net
7328782,2016-12-22,2018-6-2,120,1668,8590,1103,https://www.crisluengo.net
7328782,2016-12-22,2018-9-2,159,2285,13195,1710,https://www.crisluengo.net
7328782,2016-12-22,2018-12-2,194,2930,17259,2307,https://www.crisluengo.net
7328782,2016-12-22,2019-6-2,369,4023,25368,3552,https://www.crisluengo.net
7328782,2016-12-22,2019-9-1,443,4361,27917,3973,https://www.crisluengo.net
7429447,2017-1-17,2017-6-10,235,76,2185,465,
7429447,2017-1-17,2017-8-26,403,222,4438,899,
7429447,2017-1-17,2017-12-3,520,467,7593,1419,
7429447,2017-1-17,2018-6-3,926,1232,22248,3683,
7429447,2017-1-17,2018-9-1,1179,1633,29309,5007,
7429447,2017-1-17,2018-12-1,1284,2047,36367,6498,
7429447,2017-1-17,2019-6-2,2056,2935,50923,10155,
7429447,2017-1-17,2019-9-1,2469,3297,59220,12040,
7461381,2017-1-24,2017-6-10,22,47,2155,167,
7461381,2017-1-24,2017-8-26,22,65,2185,176,
7461381,2017-1-24,2017-12-3,44,109,3263,245,
7461381,2017-1-24,2018-6-2,509,246,11232,908,
7461381,2017-1-24,2018-9-2,622,290,16102,1210,
7461381,2017-1-24,2018-12-1,747,405,23183,1688,
7461381,2017-1-24,2019-6-2,915,604,32375,2529,
7461381,2017-1-24,2019-8-31,986,687,35809,2781,
7505395,2017-2-2,2017-6-9,0,0,1,0,https://www.xing.com/profile/Patrick_Artner
7505395,2017-2-2,2017-8-24,0,0,1,0,https://www.xing.com/profile/Patrick_Artner
7505395,2017-2-2,2017-12-2,38,193,1707,271,https://www.xing.com/profile/Patrick_Artner
7505395,2017-2-2,2018-6-2,662,1521,11928,1778,https://www.xing.com/profile/Patrick_Artner
7505395,2017-2-2,2018-9-1,1044,1839,14128,2236,https://www.xing.com/profile/Patrick_Artner
7505395,2017-2-2,2018-12-1,1872,2425,18897,2962,https://www.xing.com/profile/Patrick_Artner
7505395,2017-2-2,2019-6-1,4140,3219,28096,4567,https://www.xing.com/profile/Patrick_Artner
7505395,2017-2-2,2019-8-31,4501,3409,29654,4911,https://www.xing.com/profile/Patrick_Artner
7510657,2017-2-3,2017-6-11,0,27,318,30,NULL
7510657,2017-2-3,2017-8-25,2,37,452,42,NULL
7510657,2017-2-3,2017-12-3,5,40,381,66,NULL
7510657,2017-2-3,2018-6-3,9,139,1911,289,
7510657,2017-2-3,2018-9-2,42,542,7320,930,
7510657,2017-2-3,2018-12-2,67,890,11860,1437,
7510657,2017-2-3,2019-6-2,88,1427,20913,2256,
7510657,2017-2-3,2019-9-1,91,1542,23483,2487,https://mailchi.mp/2a4245e91b82/me
7579471,2017-2-17,2017-6-11,229,373,6504,425,
7579471,2017-2-17,2017-8-27,260,406,8913,624,
7579471,2017-2-17,2017-12-3,271,412,11101,801,
7579471,2017-2-17,2018-6-3,295,436,15462,1211,
7579471,2017-2-17,2018-9-2,299,438,17252,1394,
7579471,2017-2-17,2018-11-30,299,438,18910,1463,
7579471,2017-2-17,2019-5-30,299,439,22502,1616,
7579471,2017-2-17,2019-8-31,299,439,24093,1684,
7666442,2017-3-6,2017-6-10,39,22,452,134,
7666442,2017-3-6,2017-8-26,669,116,4465,1114,
7666442,2017-3-6,2017-12-2,1947,304,1,2812,
7666442,2017-3-6,2018-6-2,3357,1019,19113,6662,
7666442,2017-3-6,2018-9-2,4013,1277,24050,9211,
7666442,2017-3-6,2018-12-1,4271,1408,28571,10977,
7666442,2017-3-6,2019-6-1,4762,1755,35710,13935,
7666442,2017-3-6,2019-8-31,4938,1856,38731,15000,
7669809,2017-3-7,2017-6-11,453,363,1260,89,
7669809,2017-3-7,2017-8-27,1075,1060,5013,394,
7669809,2017-3-7,2017-12-3,1640,1913,11206,804,
7669809,2017-3-7,2018-6-3,2511,3162,20592,1994,
7669809,2017-3-7,2018-9-2,2811,3594,23376,2747,
